time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-01-07 20:44:05,50.806979,8.126239,0,11583.7,,
2023-01-07 20:44:09,50.814601,8.120222,4,11583.2,460.3,333.5
2023-01-07 20:44:13,50.822221,8.114211,4,11582.3,460.1,333.5
2023-01-07 20:44:17,50.829840,8.108206,4,11581.1,459.9,333.5
2023-01-07 20:44:21,50.837458,8.102209,4,11579.7,459.7,333.6
2023-01-07 20:44:25,50.845073,8.096213,4,11578.3,459.5,333.6
2023-01-07 20:44:29,50.852683,8.090219,4,11577.0,459.3,333.6
2023-01-07 20:44:33,50.860290,8.084224,4,11576.0,459.1,333.6
2023-01-07 20:44:37,50.867892,8.078225,4,11575.5,458.9,333.5
2023-01-07 20:44:41,50.875489,8.072219,4,11575.6,458.7,333.5
2023-01-07 20:44:45,50.883078,8.066207,4,11576.2,458.5,333.4
2023-01-07 20:44:49,50.890664,8.060192,4,11577.2,458.3,333.4
2023-01-07 20:44:53,50.898247,8.054172,4,11578.5,458.2,333.4
2023-01-07 20:44:57,50.905828,8.048153,4,11579.7,458.2,333.4
2023-01-07 20:45:01,50.913409,8.042132,4,11580.8,458.1,333.4
2023-01-07 20:45:05,50.920991,8.036115,4,11581.6,458.1,333.4
2023-01-07 20:45:09,50.928574,8.030100,4,11581.8,458.1,333.4
2023-01-07 20:45:13,50.936161,8.024089,4,11581.4,458.3,333.5
2023-01-07 20:45:17,50.943752,8.018082,4,11580.5,458.4,333.5
2023-01-07 20:45:21,50.951347,8.012072,4,11579.4,458.6,333.5
2023-01-07 20:45:25,50.958948,8.006060,4,11578.2,458.9,333.5
2023-01-07 20:45:29,50.966553,8.000041,4,11577.1,459.1,333.5
2023-01-07 20:45:33,50.974165,7.994018,4,11576.2,459.6,333.5
2023-01-07 20:45:37,50.981784,7.987983,4,11575.9,460.1,333.5
2023-01-07 20:45:41,50.989409,7.981935,4,11576.1,460.5,333.5
2023-01-07 20:45:45,50.997040,7.975877,4,11576.8,461.0,333.5
2023-01-07 20:45:49,51.004676,7.969805,4,11577.8,461.4,333.4
2023-01-07 20:45:53,51.012315,7.963720,4,11579.0,461.8,333.4
2023-01-07 20:45:57,51.019956,7.957624,4,11580.3,462.0,333.4
2023-01-07 20:46:01,51.027598,7.951513,4,11581.4,462.2,333.3
2023-01-07 20:46:05,51.035240,7.945390,4,11582.4,462.4,333.3
2023-01-07 20:46:09,51.042881,7.939254,4,11582.9,462.5,333.2
2023-01-07 20:46:13,51.050521,7.933109,4,11583.1,462.6,333.2
2023-01-07 20:46:17,51.058163,7.926957,4,11583.0,462.8,333.2
2023-01-07 20:46:21,51.065807,7.920802,4,11582.8,462.9,333.2
