time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-12-06 11:11:35,51.853929,6.036140,0,8798.7,,
2023-12-06 11:11:39,51.847286,6.045283,4,8830.8,471.2,139.6
2023-12-06 11:11:43,51.840631,6.054430,4,8862.2,471.7,139.7
2023-12-06 11:11:47,51.833957,6.063594,4,8893.5,473.0,139.7
2023-12-06 11:11:51,51.827259,6.072789,4,8925.6,474.6,139.7
2023-12-06 11:11:55,51.820534,6.082032,4,8959.3,476.8,139.6
2023-12-06 11:11:59,51.813779,6.091332,4,8995.0,479.3,139.6
2023-12-06 11:12:03,51.807001,6.100677,4,9032.5,481.3,139.6
2023-12-06 11:12:07,51.800208,6.110050,4,9071.4,482.5,139.5
2023-12-06 11:12:11,51.793409,6.119440,4,9111.3,483.2,139.5
2023-12-06 11:12:15,51.786617,6.128830,4,9151.8,482.9,139.5
2023-12-06 11:12:19,51.779834,6.138204,4,9192.4,482.2,139.5
2023-12-06 11:12:23,51.773074,6.147548,4,9232.7,480.7,139.5
2023-12-06 11:12:27,51.766341,6.156851,4,9272.4,478.7,139.5
2023-12-06 11:12:31,51.759626,6.166124,4,9310.6,477.3,139.5
2023-12-06 11:12:35,51.752917,6.175385,4,9346.8,476.9,139.5
2023-12-06 11:12:39,51.746200,6.184652,4,9380.1,477.3,139.5
2023-12-06 11:12:43,51.739464,6.193938,4,9410.0,478.6,139.5
2023-12-06 11:12:47,51.732693,6.203263,4,9435.7,480.9,139.5
2023-12-06 11:12:51,51.725876,6.212641,4,9456.4,483.9,139.6
2023-12-06 11:12:55,51.718999,6.222089,4,9471.8,488.0,139.6
2023-12-06 11:12:59,51.712070,6.231606,4,9483.0,491.7,139.6
2023-12-06 11:13:03,51.705095,6.241182,4,9492.6,494.8,139.6
2023-12-06 11:13:07,51.698083,6.250802,4,9503.0,497.3,139.6
2023-12-06 11:13:11,51.691047,6.260460,4,9516.5,499.2,139.6
2023-12-06 11:13:15,51.683998,6.270143,4,9535.8,500.3,139.6
2023-12-06 11:13:19,51.676946,6.279839,4,9563.1,500.7,139.5
2023-12-06 11:13:23,51.669900,6.289540,4,9600.9,500.6,139.5
2023-12-06 11:13:27,51.662869,6.299231,4,9649.1,499.8,139.5
2023-12-06 11:13:31,51.655860,6.308898,4,9705.5,498.5,139.5
2023-12-06 11:13:35,51.648873,6.318530,4,9767.7,496.8,139.5
2023-12-06 11:13:39,51.641916,6.328111,4,9833.6,494.5,139.5
2023-12-06 11:13:43,51.634992,6.337626,4,9900.7,491.7,139.5
2023-12-06 11:13:47,51.628107,6.347064,4,9966.7,488.5,139.6
2023-12-06 11:13:51,51.621266,6.356410,4,10029.3,484.7,139.7
2023-12-06 11:13:55,51.614467,6.365664,4,10087.3,481.0,139.8
2023-12-06 11:13:59,51.607702,6.374848,4,10140.8,478.1,139.9
2023-12-06 11:14:03,51.600965,6.383988,4,10190.1,476.1,139.9
2023-12-06 11:14:07,51.594243,6.393106,4,10235.6,475.0,139.9
2023-12-06 11:14:11,51.587530,6.402227,4,10277.5,474.7,139.8
2023-12-06 11:14:15,51.580818,6.411372,4,10316.2,475.2,139.7
2023-12-06 11:14:19,51.574098,6.420567,4,10352.0,476.7,139.6
2023-12-06 11:14:23,51.567360,6.429824,4,10385.2,478.7,139.5
2023-12-06 11:14:27,51.560608,6.439126,4,10416.6,480.4,139.4
2023-12-06 11:14:31,51.553845,6.448454,4,10446.8,481.4,139.4
2023-12-06 11:14:35,51.547071,6.457782,4,10476.7,481.9,139.4
2023-12-06 11:14:39,51.540291,6.467092,4,10506.9,481.8,139.5
2023-12-06 11:14:43,51.533504,6.476365,4,10538.1,481.3,139.6
2023-12-06 11:14:47,51.526713,6.485577,4,10571.1,480.1,139.8
2023-12-06 11:14:51,51.519920,6.494710,4,10606.3,478.6,140.1
2023-12-06 11:14:55,51.513117,6.503764,4,10643.0,477.3,140.4
2023-12-06 11:14:59,51.506296,6.512745,4,10680.1,476.5,140.7
2023-12-06 11:15:03,51.499450,6.521654,4,10716.6,476.1,141.0
2023-12-06 11:15:07,51.492571,6.530498,4,10751.3,476.1,141.3
2023-12-06 11:15:11,51.485648,6.539279,4,10783.3,476.7,141.7
2023-12-06 11:15:15,51.478675,6.548002,4,10811.5,477.6,142.1
2023-12-06 11:15:19,51.471645,6.556671,4,10835.0,479.0,142.5
2023-12-06 11:15:23,51.464566,6.565295,4,10854.5,480.2,142.8
2023-12-06 11:15:27,51.457448,6.573886,4,10871.8,481.2,143.1
2023-12-06 11:15:31,51.450309,6.582454,4,10888.4,481.7,143.2
2023-12-06 11:15:35,51.443161,6.591014,4,10905.8,482.0,143.3
2023-12-06 11:15:39,51.436017,6.599576,4,10925.8,481.9,143.2
2023-12-06 11:15:43,51.428891,6.608148,4,10949.8,481.3,143.1
2023-12-06 11:15:47,51.421796,6.616744,4,10979.3,480.5,142.9
2023-12-06 11:15:51,51.414733,6.625364,4,11014.0,479.6,142.7
2023-12-06 11:15:55,51.407701,6.634003,4,11052.4,478.7,142.5
2023-12-06 11:15:59,51.400694,6.642655,4,11093.0,477.9,142.4
2023-12-06 11:16:03,51.393708,6.651311,4,11134.1,477.1,142.3
2023-12-06 11:16:07,51.386739,6.659967,4,11174.3,476.5,142.2
2023-12-06 11:16:11,51.379781,6.668616,4,11211.8,475.8,142.2
2023-12-06 11:16:15,51.372830,6.677249,4,11245.3,475.3,142.2
2023-12-06 11:16:19,51.365884,6.685870,4,11274.1,474.8,142.2
2023-12-06 11:16:23,51.358944,6.694480,4,11299.2,474.4,142.2
2023-12-06 11:16:27,51.352004,6.703085,4,11321.6,474.3,142.2
2023-12-06 11:16:31,51.345068,6.711691,4,11342.3,474.2,142.2
2023-12-06 11:16:35,51.338133,6.720304,4,11362.1,474.3,142.2
2023-12-06 11:16:39,51.331199,6.728929,4,11382.3,474.5,142.1
2023-12-06 11:16:43,51.324265,6.737569,4,11403.6,474.9,142.1
2023-12-06 11:16:47,51.317329,6.746229,4,11426.7,475.4,142.0
2023-12-06 11:16:51,51.310391,6.754899,4,11451.3,475.7,142.0
2023-12-06 11:16:55,51.303449,6.763572,4,11476.9,476.0,142.0
2023-12-06 11:16:59,51.296499,6.772239,4,11503.1,476.2,142.1
2023-12-06 11:17:03,51.289543,6.780893,4,11529.5,476.2,142.1
2023-12-06 11:17:07,51.282576,6.789524,4,11555.5,476.2,142.2
2023-12-06 11:17:11,51.275599,6.798125,4,11580.9,476.1,142.4
2023-12-06 11:17:15,51.268610,6.806691,4,11605.2,475.9,142.5
2023-12-06 11:17:19,51.261612,6.815226,4,11628.6,475.7,142.6
2023-12-06 11:17:23,51.254608,6.823742,4,11651.3,475.6,142.7
2023-12-06 11:17:27,51.247602,6.832245,4,11673.3,475.4,142.8
2023-12-06 11:17:31,51.240598,6.840744,4,11694.9,475.3,142.8
2023-12-06 11:17:35,51.233600,6.849249,4,11716.4,475.2,142.7
2023-12-06 11:17:39,51.226611,6.857767,4,11737.8,475.1,142.6
2023-12-06 11:17:43,51.219633,6.866306,4,11759.3,475.0,142.5
2023-12-06 11:17:47,51.212667,6.874863,4,11780.6,475.0,142.4
2023-12-06 11:17:51,51.205712,6.883429,4,11801.1,474.7,142.3
2023-12-06 11:17:55,51.198766,6.892000,4,11820.5,474.5,142.3
2023-12-06 11:17:59,51.191826,6.900565,4,11838.2,474.1,142.3
2023-12-06 11:18:03,51.184890,6.909120,4,11853.7,473.7,142.3
2023-12-06 11:18:07,51.177957,6.917655,4,11866.5,473.2,142.3
2023-12-06 11:18:11,51.171028,6.926165,4,11876.2,472.6,142.4
2023-12-06 11:18:15,51.164100,6.934643,4,11882.9,471.9,142.5
2023-12-06 11:18:19,51.157178,6.943090,4,11887.2,471.0,142.6
2023-12-06 11:18:23,51.150261,6.951500,4,11889.6,470.0,142.7
2023-12-06 11:18:27,51.143352,6.959873,4,11890.5,469.0,142.7
2023-12-06 11:18:31,51.136455,6.968207,4,11890.4,467.7,142.8
2023-12-06 11:18:35,51.129571,6.976499,4,11889.9,466.3,142.9
2023-12-06 11:18:39,51.122702,6.984745,4,11889.4,464.8,143.0
2023-12-06 11:18:43,51.115845,6.992949,4,11889.2,463.4,143.1
2023-12-06 11:18:47,51.108997,7.001122,4,11889.1,462.4,143.2
2023-12-06 11:18:51,51.102151,7.009272,4,11889.2,461.9,143.2
2023-12-06 11:18:55,51.095302,7.017408,4,11889.4,461.7,143.3
2023-12-06 11:18:59,51.088446,7.025539,4,11889.5,462.0,143.3
2023-12-06 11:19:03,51.081574,7.033673,4,11889.6,462.7,143.4
2023-12-06 11:19:07,51.074684,7.041823,4,11889.5,463.8,143.4
2023-12-06 11:19:11,51.067773,7.049991,4,11889.2,465.2,143.4
2023-12-06 11:19:15,51.060846,7.058177,4,11888.8,466.2,143.4
2023-12-06 11:19:19,51.053912,7.066382,4,11888.3,467.0,143.4
2023-12-06 11:19:23,51.046972,7.074606,4,11887.7,467.6,143.3
2023-12-06 11:19:27,51.040036,7.082849,4,11887.2,467.8,143.2
2023-12-06 11:19:31,51.033109,7.091108,4,11886.8,467.8,143.1
2023-12-06 11:19:35,51.026197,7.099383,4,11886.5,467.6,143.0
2023-12-06 11:19:39,51.019299,7.107663,4,11886.4,467.0,142.9
2023-12-06 11:19:43,51.012393,7.115903,4,11886.4,466.6,143.1
2023-12-06 11:19:47,51.005460,7.124051,4,11886.5,465.9,143.5
2023-12-06 11:19:51,50.998475,7.132058,4,11886.7,465.4,144.2
2023-12-06 11:19:55,50.991418,7.139877,4,11886.9,464.9,145.1
2023-12-06 11:19:59,50.984263,7.147457,4,11887.1,464.7,146.3
2023-12-06 11:20:03,50.976991,7.154749,4,11887.3,464.7,147.7
2023-12-06 11:20:07,50.969583,7.161715,4,11887.4,465.2,149.4
2023-12-06 11:20:11,50.962046,7.168359,4,11887.4,465.8,151.0
2023-12-06 11:20:15,50.954395,7.174706,4,11887.5,466.5,152.4
2023-12-06 11:20:19,50.946642,7.180777,4,11887.5,467.1,153.7
2023-12-06 11:20:23,50.938801,7.186593,4,11887.7,467.7,154.9
2023-12-06 11:20:27,50.930886,7.192174,4,11887.9,468.0,156.0
2023-12-06 11:20:31,50.922912,7.197543,4,11888.3,468.1,157.0
2023-12-06 11:20:35,50.914891,7.202724,4,11888.8,468.0,157.8
2023-12-06 11:20:39,50.906832,7.207742,4,11889.5,467.8,158.6
2023-12-06 11:20:43,50.898745,7.212637,4,11890.4,467.8,159.1
2023-12-06 11:20:47,50.890637,7.217442,4,11891.3,467.7,159.5
2023-12-06 11:20:51,50.882513,7.222189,4,11892.3,467.8,159.8
2023-12-06 11:20:55,50.874385,7.226916,4,11893.3,467.9,159.8
2023-12-06 11:20:59,50.866257,7.231654,4,11894.2,468.0,159.8
2023-12-06 11:21:03,50.858139,7.236440,4,11895.2,468.1,159.6
2023-12-06 11:21:07,50.850033,7.241279,4,11896.0,468.1,159.3
2023-12-06 11:21:11,50.841934,7.246159,4,11896.8,468.2,159.2
2023-12-06 11:21:15,50.833843,7.251065,4,11897.5,468.2,159.0
2023-12-06 11:21:19,50.825754,7.255985,4,11898.2,468.2,159.0
2023-12-06 11:21:23,50.817668,7.260905,4,11898.8,468.1,159.0
2023-12-06 11:21:27,50.809581,7.265811,4,11899.4,468.0,159.0
2023-12-06 11:21:31,50.801489,7.270688,4,11900.0,467.9,159.1
2023-12-06 11:21:35,50.793394,7.275533,4,11900.5,467.7,159.3
2023-12-06 11:21:39,50.785297,7.280354,4,11901.0,467.5,159.4
2023-12-06 11:21:43,50.777199,7.285154,4,11901.5,467.3,159.5
2023-12-06 11:21:47,50.769105,7.289946,4,11902.0,467.0,159.5
2023-12-06 11:21:51,50.761014,7.294736,4,11902.4,466.8,159.5
2023-12-06 11:21:55,50.752930,7.299530,4,11902.7,466.6,159.4
2023-12-06 11:21:59,50.744853,7.304339,4,11903.0,466.4,159.4
2023-12-06 11:22:03,50.736788,7.309165,4,11903.3,466.0,159.3
2023-12-06 11:22:07,50.728730,7.314004,4,11903.4,465.8,159.2
2023-12-06 11:22:11,50.720678,7.318852,4,11903.4,465.6,159.1
2023-12-06 11:22:15,50.712630,7.323704,4,11903.2,465.5,159.1
2023-12-06 11:22:19,50.704585,7.328551,4,11902.7,465.3,159.1
2023-12-06 11:22:23,50.696540,7.333392,4,11901.9,465.2,159.1
2023-12-06 11:22:27,50.688493,7.338219,4,11900.8,465.2,159.2
2023-12-06 11:22:31,50.680445,7.343029,4,11899.3,465.0,159.3
2023-12-06 11:22:35,50.672392,7.347823,4,11897.5,465.1,159.3
2023-12-06 11:22:39,50.664338,7.352603,4,11895.6,465.0,159.4
