time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-01-06 22:16:58,50.450207,6.351112,0,7804.3,,
2023-01-06 22:17:02,50.448280,6.364174,4,7831.0,461.4,103.0
2023-01-06 22:17:06,50.446397,6.377281,4,7856.6,462.3,102.7
2023-01-06 22:17:10,50.444535,6.390421,4,7881.1,463.2,102.5
2023-01-06 22:17:14,50.442665,6.403583,4,7904.6,464.1,102.6
2023-01-06 22:17:18,50.440755,6.416753,4,7927.4,464.8,102.8
2023-01-06 22:17:22,50.438774,6.429919,4,7949.4,465.6,103.3
2023-01-06 22:17:26,50.436689,6.443067,4,7970.8,466.3,104.0
2023-01-06 22:17:30,50.434471,6.456185,4,7991.8,467.1,104.9
2023-01-06 22:17:34,50.432091,6.469259,4,8012.5,468.0,105.9
2023-01-06 22:17:38,50.429562,6.482291,4,8033.0,469.0,106.9
2023-01-06 22:17:42,50.426912,6.495288,4,8053.5,469.8,107.7
2023-01-06 22:17:46,50.424168,6.508253,4,8074.2,470.3,108.4
2023-01-06 22:17:50,50.421360,6.521191,4,8095.1,470.6,108.8
2023-01-06 22:17:54,50.418518,6.534110,4,8116.5,470.6,109.0
2023-01-06 22:17:58,50.415669,6.547015,4,8138.5,470.3,109.1
2023-01-06 22:18:02,50.412842,6.559911,4,8161.3,469.6,109.0
2023-01-06 22:18:06,50.410046,6.572804,4,8184.7,469.0,108.8
2023-01-06 22:18:10,50.407275,6.585695,4,8208.5,468.5,108.6
2023-01-06 22:18:14,50.404523,6.598589,4,8232.3,468.3,108.5
2023-01-06 22:18:18,50.401783,6.611486,4,8256.0,468.2,108.4
2023-01-06 22:18:22,50.399052,6.624393,4,8279.1,468.4,108.4
2023-01-06 22:18:26,50.396322,6.637309,4,8301.5,468.7,108.3
2023-01-06 22:18:30,50.393588,6.650241,4,8322.9,469.3,108.3
2023-01-06 22:18:34,50.390846,6.663188,4,8343.2,470.0,108.4
2023-01-06 22:18:38,50.388098,6.676148,4,8362.7,470.6,108.4
2023-01-06 22:18:42,50.385344,6.689122,4,8381.8,471.1,108.4
2023-01-06 22:18:46,50.382581,6.702107,4,8400.7,471.6,108.4
2023-01-06 22:18:50,50.379814,6.715103,4,8419.8,472.1,108.5
2023-01-06 22:18:54,50.377039,6.728108,4,8439.3,472.6,108.5
2023-01-06 22:18:58,50.374259,6.741121,4,8459.6,473.0,108.5
2023-01-06 22:19:02,50.371473,6.754142,4,8480.8,473.3,108.5
2023-01-06 22:19:06,50.368681,6.767173,4,8502.7,473.8,108.6
2023-01-06 22:19:10,50.365885,6.780212,4,8524.8,474.2,108.6
