time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-01-04 12:15:41,51.318103,7.125176,0,9535.5,,
2023-01-04 12:15:45,51.312853,7.138392,4,9573.8,528.9,122.4
2023-01-04 12:15:49,51.307598,7.151599,4,9608.1,528.8,122.5
2023-01-04 12:15:53,51.302337,7.164800,4,9639.0,528.8,122.5
2023-01-04 12:15:57,51.297072,7.177990,4,9667.1,528.7,122.6
2023-01-04 12:16:01,51.291800,7.191172,4,9693.3,528.7,122.6
2023-01-04 12:16:05,51.286519,7.204341,4,9718.2,528.7,122.7
2023-01-04 12:16:09,51.281228,7.217500,4,9742.5,528.7,122.7
2023-01-04 12:16:13,51.275931,7.230647,4,9766.8,528.6,122.8
2023-01-04 12:16:17,51.270623,7.243782,4,9790.9,528.6,122.9
2023-01-04 12:16:21,51.265310,7.256909,4,9814.7,528.6,122.9
2023-01-04 12:16:25,51.259992,7.270025,4,9838.1,528.5,122.9
2023-01-04 12:16:29,51.254667,7.283135,4,9860.7,528.5,123.0
2023-01-04 12:16:33,51.249341,7.296235,4,9882.5,528.3,123.0
2023-01-04 12:16:37,51.244012,7.309332,4,9903.3,528.4,123.0
2023-01-04 12:16:41,51.238682,7.322422,4,9922.9,528.2,123.0
2023-01-04 12:16:45,51.233353,7.335511,4,9941.4,528.2,123.0
2023-01-04 12:16:49,51.228023,7.348599,4,9959.3,528.3,123.0
2023-01-04 12:16:53,51.222694,7.361693,4,9976.9,528.4,123.0
2023-01-04 12:16:57,51.217365,7.374796,4,9994.9,528.7,123.0
2023-01-04 12:17:01,51.212039,7.387908,4,10013.6,529.0,123.0
2023-01-04 12:17:05,51.206712,7.401037,4,10033.4,529.5,122.9
2023-01-04 12:17:09,51.201389,7.414185,4,10054.9,530.0,122.9
2023-01-04 12:17:13,51.196066,7.427353,4,10078.2,530.6,122.8
2023-01-04 12:17:17,51.190744,7.440538,4,10103.0,531.1,122.8
2023-01-04 12:17:21,51.185420,7.453735,4,10128.7,531.5,122.8
2023-01-04 12:17:25,51.180094,7.466939,4,10154.5,531.8,122.8
2023-01-04 12:17:29,51.174764,7.480142,4,10179.9,532.0,122.8
2023-01-04 12:17:33,51.169428,7.493343,4,10204.3,532.1,122.8
2023-01-04 12:17:37,51.164085,7.506535,4,10226.9,532.1,122.9
2023-01-04 12:17:41,51.158734,7.519713,4,10247.2,532.0,122.9
2023-01-04 12:17:45,51.153375,7.532874,4,10265.1,531.8,123.0
2023-01-04 12:17:49,51.148011,7.546023,4,10281.1,531.7,123.0
2023-01-04 12:17:53,51.142641,7.559161,4,10295.7,531.6,123.1
2023-01-04 12:17:57,51.137272,7.572296,4,10309.7,531.5,123.1
2023-01-04 12:18:01,51.131903,7.585427,4,10323.5,531.4,123.1
2023-01-04 12:18:05,51.126538,7.598561,4,10337.8,531.4,123.1
2023-01-04 12:18:09,51.121179,7.611700,4,10353.1,531.4,123.0
2023-01-04 12:18:13,51.115828,7.624848,4,10370.0,531.5,123.0
2023-01-04 12:18:17,51.110483,7.637999,4,10388.4,531.5,122.9
2023-01-04 12:18:21,51.105143,7.651155,4,10408.2,531.5,122.9
2023-01-04 12:18:25,51.099805,7.664308,4,10429.0,531.4,122.9
2023-01-04 12:18:29,51.094464,7.677454,4,10450.6,531.3,122.9
2023-01-04 12:18:33,51.089121,7.690590,4,10472.9,531.1,122.9
2023-01-04 12:18:37,51.083771,7.703712,4,10495.5,531.0,123.0
2023-01-04 12:18:41,51.078414,7.716816,4,10518.2,530.7,123.1
2023-01-04 12:18:45,51.073045,7.729898,4,10540.8,530.5,123.1
2023-01-04 12:18:49,51.067668,7.742964,4,10562.7,530.3,123.2
2023-01-04 12:18:53,51.062284,7.756013,4,10583.7,530.1,123.3
2023-01-04 12:18:57,51.056897,7.769050,4,10603.1,529.9,123.3
2023-01-04 12:19:01,51.051506,7.782077,4,10620.7,529.8,123.4
2023-01-04 12:19:05,51.046112,7.795093,4,10636.0,529.6,123.4
2023-01-04 12:19:09,51.040720,7.808107,4,10648.5,529.5,123.4
2023-01-04 12:19:13,51.035330,7.821115,4,10657.8,529.3,123.4
