time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-01-06 20:17:37,51.572085,9.348716,0,11580.4,,
2023-01-06 20:17:41,51.572459,9.337468,4,11580.4,378.3,273.1
2023-01-06 20:17:45,51.572834,9.326219,4,11580.5,378.4,273.1
2023-01-06 20:17:49,51.573204,9.314971,4,11580.9,378.3,273.0
2023-01-06 20:17:53,51.573572,9.303725,4,11581.7,378.2,273.0
2023-01-06 20:17:57,51.573933,9.292482,4,11582.7,378.1,273.0
2023-01-06 20:18:01,51.574291,9.281240,4,11583.9,378.0,272.9
2023-01-06 20:18:05,51.574644,9.270002,4,11585.0,377.9,272.9
2023-01-06 20:18:09,51.574993,9.258762,4,11585.9,377.9,272.9
2023-01-06 20:18:13,51.575341,9.247522,4,11586.3,378.0,272.9
2023-01-06 20:18:17,51.575685,9.236276,4,11586.1,378.1,272.8
2023-01-06 20:18:21,51.576026,9.225028,4,11585.0,378.2,272.8
2023-01-06 20:18:25,51.576365,9.213777,4,11582.9,378.3,272.8
2023-01-06 20:18:29,51.576703,9.202519,4,11579.4,378.5,272.8
2023-01-06 20:18:33,51.577042,9.191262,4,11574.2,378.5,272.8
2023-01-06 20:18:37,51.577378,9.180000,4,11566.9,378.6,272.8
2023-01-06 20:18:41,51.577715,9.168738,4,11557.2,378.6,272.8
2023-01-06 20:18:45,51.578054,9.157474,4,11544.6,378.7,272.8
2023-01-06 20:18:49,51.578392,9.146211,4,11529.0,378.6,272.8
2023-01-06 20:18:53,51.578734,9.134950,4,11509.9,378.6,272.8
2023-01-06 20:18:57,51.579075,9.123690,4,11488.1,378.6,272.8
2023-01-06 20:19:01,51.579417,9.112429,4,11464.4,378.6,272.8
2023-01-06 20:19:05,51.579758,9.101170,4,11439.4,378.5,272.8
2023-01-06 20:19:09,51.580100,9.089911,4,11414.1,378.5,272.8
2023-01-06 20:19:13,51.580439,9.078650,4,11389.3,378.6,272.8
2023-01-06 20:19:17,51.580776,9.067391,4,11365.7,378.5,272.8
2023-01-06 20:19:21,51.581111,9.056130,4,11344.2,378.6,272.7
2023-01-06 20:19:25,51.581445,9.044867,4,11324.5,378.6,272.7
2023-01-06 20:19:29,51.581776,9.033602,4,11306.3,378.7,272.7
2023-01-06 20:19:33,51.582108,9.022336,4,11288.9,378.7,272.7
2023-01-06 20:19:37,51.582442,9.011067,4,11271.9,378.8,272.7
2023-01-06 20:19:41,51.582778,8.999795,4,11254.8,378.9,272.8
2023-01-06 20:19:45,51.583119,8.988519,4,11236.9,379.1,272.8
2023-01-06 20:19:49,51.583464,8.977238,4,11217.8,379.2,272.8
2023-01-06 20:19:53,51.583813,8.965954,4,11197.4,379.3,272.9
2023-01-06 20:19:57,51.584165,8.954671,4,11176.0,379.3,272.9
2023-01-06 20:20:01,51.584516,8.943390,4,11153.9,379.3,272.9
2023-01-06 20:20:05,51.584866,8.932113,4,11131.3,379.1,272.9
2023-01-06 20:20:09,51.585207,8.920841,4,11108.6,378.9,272.8
2023-01-06 20:20:13,51.585542,8.909578,4,11086.1,378.6,272.7
2023-01-06 20:20:17,51.585864,8.898326,4,11064.0,378.2,272.6
2023-01-06 20:20:21,51.586176,8.887087,4,11042.5,377.7,272.6
2023-01-06 20:20:25,51.586478,8.875863,4,11021.5,377.2,272.5
2023-01-06 20:20:29,51.586772,8.864654,4,11000.8,376.7,272.4
2023-01-06 20:20:33,51.587061,8.853459,4,10980.4,376.2,272.4
2023-01-06 20:20:37,51.587347,8.842285,4,10960.0,375.5,272.4
2023-01-06 20:20:41,51.587632,8.831126,4,10939.5,375.0,272.4
2023-01-06 20:20:45,51.587919,8.819987,4,10918.8,374.3,272.4
2023-01-06 20:20:49,51.588210,8.808870,4,10897.8,373.6,272.4
2023-01-06 20:20:53,51.588504,8.797779,4,10876.6,372.7,272.4
2023-01-06 20:20:57,51.588799,8.786725,4,10855.2,371.5,272.5
2023-01-06 20:21:01,51.589097,8.775709,4,10833.8,370.2,272.5
2023-01-06 20:21:05,51.589393,8.764738,4,10812.4,368.7,272.5
2023-01-06 20:21:09,51.589691,8.753821,4,10791.2,366.9,272.5
2023-01-06 20:21:13,51.589988,8.742961,4,10770.2,364.9,272.5
2023-01-06 20:21:17,51.590283,8.732168,4,10749.5,362.7,272.5
2023-01-06 20:21:21,51.590577,8.721429,4,10729.1,360.9,272.5
2023-01-06 20:21:25,51.590872,8.710739,4,10708.9,359.2,272.5
2023-01-06 20:21:29,51.591165,8.700088,4,10688.7,357.9,272.5
2023-01-06 20:21:33,51.591460,8.689465,4,10668.5,357.0,272.6
2023-01-06 20:21:37,51.591755,8.678863,4,10648.3,356.3,272.6
2023-01-06 20:21:41,51.592052,8.668271,4,10627.9,355.9,272.6
2023-01-06 20:21:45,51.592353,8.657683,4,10607.2,355.8,272.6
2023-01-06 20:21:49,51.592653,8.647095,4,10586.4,355.8,272.6
2023-01-06 20:21:53,51.592953,8.636509,4,10565.4,355.7,272.6
2023-01-06 20:21:57,51.593250,8.625934,4,10544.4,355.4,272.6
2023-01-06 20:22:01,51.593543,8.615368,4,10523.5,355.0,272.6
2023-01-06 20:22:05,51.593832,8.604819,4,10502.7,354.5,272.5
2023-01-06 20:22:09,51.594114,8.594286,4,10482.1,353.9,272.5
2023-01-06 20:22:13,51.594385,8.583774,4,10461.9,353.2,272.4
2023-01-06 20:22:17,51.594647,8.573284,4,10442.0,352.4,272.3
2023-01-06 20:22:21,51.594901,8.562813,4,10422.3,351.7,272.2
2023-01-06 20:22:25,51.595148,8.552357,4,10402.6,351.2,272.2
2023-01-06 20:22:29,51.595390,8.541914,4,10382.8,350.8,272.1
2023-01-06 20:22:33,51.595627,8.531480,4,10362.8,350.5,272.1
2023-01-06 20:22:37,51.595859,8.521052,4,10342.4,350.2,272.1
2023-01-06 20:22:41,51.596090,8.510626,4,10321.6,350.2,272.0
2023-01-06 20:22:45,51.596320,8.500202,4,10300.2,350.1,272.0
2023-01-06 20:22:49,51.596549,8.489780,4,10278.5,350.1,272.0
2023-01-06 20:22:53,51.596780,8.479358,4,10256.6,350.1,272.0
2023-01-06 20:22:57,51.597012,8.468937,4,10234.6,350.0,272.1
2023-01-06 20:23:01,51.597251,8.458519,4,10212.8,349.9,272.1
2023-01-06 20:23:05,51.597493,8.448101,4,10191.2,349.9,272.1
2023-01-06 20:23:09,51.597744,8.437687,4,10170.2,349.8,272.2
2023-01-06 20:23:13,51.598001,8.427274,4,10149.7,349.8,272.3
2023-01-06 20:23:17,51.598264,8.416864,4,10129.7,349.7,272.3
2023-01-06 20:23:21,51.598530,8.406458,4,10110.1,349.6,272.4
2023-01-06 20:23:25,51.598797,8.396052,4,10090.9,349.6,272.4
2023-01-06 20:23:29,51.599062,8.385650,4,10071.8,349.4,272.4
2023-01-06 20:23:33,51.599325,8.375251,4,10052.9,349.3,272.3
2023-01-06 20:23:37,51.599581,8.364852,4,10033.9,349.3,272.3
2023-01-06 20:23:41,51.599830,8.354460,4,10014.9,349.1,272.2
2023-01-06 20:23:45,51.600074,8.344073,4,9995.8,348.9,272.2
2023-01-06 20:23:49,51.600311,8.333701,4,9976.3,348.4,272.1
2023-01-06 20:23:53,51.600545,8.323345,4,9956.5,347.8,272.1
2023-01-06 20:23:57,51.600777,8.313015,4,9936.3,346.9,272.1
2023-01-06 20:24:01,51.601011,8.302714,4,9915.6,346.0,272.1
2023-01-06 20:24:05,51.601246,8.292450,4,9894.2,344.7,272.1
2023-01-06 20:24:09,51.601486,8.282226,4,9872.1,343.4,272.2
2023-01-06 20:24:13,51.601728,8.272040,4,9849.4,342.1,272.2
2023-01-06 20:24:17,51.601971,8.261887,4,9826.3,341.0,272.2
2023-01-06 20:24:21,51.602216,8.251761,4,9803.0,340.1,272.2
2023-01-06 20:24:25,51.602458,8.241658,4,9779.7,339.3,272.2
2023-01-06 20:24:29,51.602700,8.231573,4,9756.6,338.8,272.2
2023-01-06 20:24:33,51.602938,8.221497,4,9733.9,338.4,272.2
2023-01-06 20:24:37,51.603171,8.211429,4,9711.8,338.2,272.1
2023-01-06 20:24:41,51.603397,8.201361,4,9690.3,338.1,272.1
2023-01-06 20:24:45,51.603620,8.191295,4,9669.3,338.0,272.0
2023-01-06 20:24:49,51.603839,8.181227,4,9648.7,338.1,272.0
2023-01-06 20:24:53,51.604053,8.171157,4,9628.4,338.2,272.0
2023-01-06 20:24:57,51.604264,8.161083,4,9608.2,338.3,271.9
2023-01-06 20:25:01,51.604472,8.151004,4,9588.1,338.4,271.9
2023-01-06 20:25:05,51.604679,8.140918,4,9567.8,338.7,271.9
2023-01-06 20:25:09,51.604885,8.130825,4,9547.5,338.9,271.9
2023-01-06 20:25:13,51.605089,8.120729,4,9526.9,339.0,271.9
2023-01-06 20:25:17,51.605293,8.110633,4,9506.4,339.0,271.9
2023-01-06 20:25:21,51.605497,8.100539,4,9485.8,338.9,271.9
2023-01-06 20:25:25,51.605702,8.090453,4,9465.2,338.7,271.9
2023-01-06 20:25:29,51.605909,8.080377,4,9444.7,338.4,271.9
2023-01-06 20:25:33,51.606118,8.070314,4,9424.3,337.9,271.9
2023-01-06 20:25:37,51.606328,8.060265,4,9404.1,337.4,271.9
2023-01-06 20:25:41,51.606540,8.050233,4,9384.0,336.9,271.9
2023-01-06 20:25:45,51.606752,8.040214,4,9364.0,336.4,272.0
2023-01-06 20:25:49,51.606966,8.030208,4,9344.1,336.0,272.0
2023-01-06 20:25:53,51.607178,8.020212,4,9324.3,335.7,272.0
2023-01-06 20:25:57,51.607386,8.010224,4,9304.5,335.4,271.9
2023-01-06 20:26:01,51.607591,8.000245,4,9284.6,335.1,271.9
2023-01-06 20:26:05,51.607793,7.990272,4,9264.8,334.9,271.9
2023-01-06 20:26:09,51.607991,7.980313,4,9244.9,334.4,271.8
2023-01-06 20:26:13,51.608185,7.970372,4,9224.9,333.8,271.8
2023-01-06 20:26:17,51.608377,7.960459,4,9204.9,332.8,271.8
2023-01-06 20:26:21,51.608567,7.950583,4,9184.8,331.6,271.8
2023-01-06 20:26:25,51.608756,7.940747,4,9164.6,330.2,271.8
2023-01-06 20:26:29,51.608946,7.930962,4,9144.2,328.5,271.8
2023-01-06 20:26:33,51.609134,7.921233,4,9123.8,326.7,271.8
2023-01-06 20:26:37,51.609322,7.911554,4,9102.8,325.0,271.8
2023-01-06 20:26:41,51.609512,7.901915,4,9080.8,323.6,271.8
2023-01-06 20:26:45,51.609700,7.892305,4,9057.4,322.6,271.8
2023-01-06 20:26:49,51.609890,7.882711,4,9032.0,322.1,271.8
2023-01-06 20:26:53,51.610081,7.873124,4,9004.1,321.9,271.8
2023-01-06 20:26:57,51.610272,7.863531,4,8973.3,322.1,271.8
2023-01-06 20:27:01,51.610463,7.853921,4,8939.0,322.7,271.8
2023-01-06 20:27:05,51.610654,7.844291,4,8901.3,323.3,271.8
2023-01-06 20:27:09,51.610844,7.834644,4,8861.1,323.9,271.8
