time_iso,lat,lon,delta_t_s,alt_ft,gs_kt,heading_deg
2023-12-10 06:40:11,51.228093,8.729166,0,10971.7,,
2023-12-10 06:40:15,51.225064,8.718082,4,10972.1,409.2,246.4
2023-12-10 06:40:19,51.222038,8.707010,4,10972.5,408.8,246.4
2023-12-10 06:40:23,51.219014,8.695952,4,10973.0,408.4,246.4
2023-12-10 06:40:27,51.215986,8.684909,4,10973.3,408.0,246.4
2023-12-10 06:40:31,51.212955,8.673885,4,10973.5,407.5,246.3
2023-12-10 06:40:35,51.209917,8.662882,4,10973.5,407.0,246.2
2023-12-10 06:40:39,51.206875,8.651900,4,10973.4,406.5,246.2
2023-12-10 06:40:43,51.203832,8.640933,4,10973.2,406.1,246.1
2023-12-10 06:40:47,51.200787,8.629984,4,10972.9,405.6,246.1
2023-12-10 06:40:51,51.197742,8.619047,4,10972.6,405.2,246.1
2023-12-10 06:40:55,51.194701,8.608124,4,10972.4,404.7,246.0
2023-12-10 06:40:59,51.191664,8.597209,4,10972.3,404.4,246.1
2023-12-10 06:41:03,51.188634,8.586305,4,10972.4,404.0,246.1
2023-12-10 06:41:07,51.185607,8.575408,4,10972.5,403.7,246.1
2023-12-10 06:41:11,51.182584,8.564516,4,10972.8,403.5,246.1
2023-12-10 06:41:15,51.179563,8.553630,4,10973.0,403.3,246.1
2023-12-10 06:41:19,51.176541,8.542747,4,10973.2,403.2,246.1
2023-12-10 06:41:23,51.173516,8.531866,4,10973.4,403.2,246.1
2023-12-10 06:41:27,51.170489,8.520989,4,10973.4,403.2,246.1
2023-12-10 06:41:31,51.167455,8.510113,4,10973.3,403.3,246.0
2023-12-10 06:41:35,51.164415,8.499233,4,10973.0,403.6,246.0
2023-12-10 06:41:39,51.161373,8.488354,4,10972.7,403.6,246.0
2023-12-10 06:41:43,51.158326,8.477470,4,10972.3,403.9,246.0
2023-12-10 06:41:47,51.155279,8.466581,4,10972.0,404.1,246.0
2023-12-10 06:41:51,51.152231,8.455687,4,10971.8,404.3,246.0
2023-12-10 06:41:55,51.149184,8.444784,4,10971.9,404.6,246.0
2023-12-10 06:41:59,51.146138,8.433872,4,10972.1,404.9,246.0
2023-12-10 06:42:03,51.143093,8.422951,4,10972.6,405.1,246.0
2023-12-10 06:42:07,51.140052,8.412021,4,10973.2,405.4,246.1
2023-12-10 06:42:11,51.137008,8.401083,4,10973.8,405.7,246.1
2023-12-10 06:42:15,51.133964,8.390136,4,10974.3,406.0,246.1
2023-12-10 06:42:19,51.130919,8.379183,4,10974.6,406.2,246.1
2023-12-10 06:42:23,51.127870,8.368220,4,10974.6,406.7,246.1
2023-12-10 06:42:27,51.124816,8.357251,4,10974.2,406.9,246.1
2023-12-10 06:42:31,51.121757,8.346276,4,10973.4,407.3,246.1
2023-12-10 06:42:35,51.118697,8.335297,4,10972.4,407.4,246.1
2023-12-10 06:42:39,51.115630,8.324317,4,10971.2,407.6,246.0
2023-12-10 06:42:43,51.112560,8.313336,4,10970.1,407.8,246.0
2023-12-10 06:42:47,51.109488,8.302357,4,10969.2,407.8,246.0
2023-12-10 06:42:51,51.106413,8.291384,4,10968.8,407.7,246.0
2023-12-10 06:42:55,51.103336,8.280416,4,10968.8,407.6,245.9
2023-12-10 06:42:59,51.100258,8.269456,4,10969.7,407.4,245.9
2023-12-10 06:43:03,51.097175,8.258503,4,10971.7,407.3,245.9
2023-12-10 06:43:07,51.094092,8.247555,4,10975.4,407.2,245.9
2023-12-10 06:43:11,51.091004,8.236607,4,10981.1,407.3,245.8
2023-12-10 06:43:15,51.087912,8.225659,4,10989.2,407.4,245.8
2023-12-10 06:43:19,51.084817,8.214711,4,11000.3,407.5,245.8
2023-12-10 06:43:23,51.081718,8.203761,4,11014.7,407.7,245.8
2023-12-10 06:43:27,51.078613,8.192805,4,11032.6,408.0,245.7
2023-12-10 06:43:31,51.075505,8.181849,4,11053.5,408.1,245.7
2023-12-10 06:43:35,51.072395,8.170894,4,11076.6,408.1,245.7
2023-12-10 06:43:39,51.069284,8.159949,4,11101.1,407.9,245.7
2023-12-10 06:43:43,51.066174,8.149013,4,11126.1,407.6,245.7
2023-12-10 06:43:47,51.063066,8.138093,4,11150.8,407.1,245.6
2023-12-10 06:43:51,51.059963,8.127191,4,11174.4,406.4,245.6
2023-12-10 06:43:55,51.056862,8.116313,4,11196.1,405.7,245.6
2023-12-10 06:43:59,51.053768,8.105457,4,11215.7,404.9,245.6
2023-12-10 06:44:03,51.050680,8.094627,4,11233.0,404.0,245.6
2023-12-10 06:44:07,51.047595,8.083813,4,11247.9,403.4,245.6
2023-12-10 06:44:11,51.044516,8.073018,4,11260.3,402.7,245.6
2023-12-10 06:44:15,51.041439,8.062239,4,11270.2,402.2,245.6
2023-12-10 06:44:19,51.038365,8.051475,4,11277.5,401.7,245.6
2023-12-10 06:44:23,51.035295,8.040724,4,11282.1,401.2,245.6
2023-12-10 06:44:27,51.032228,8.029982,4,11284.2,400.9,245.6
2023-12-10 06:44:31,51.029166,8.019245,4,11284.5,400.7,245.6
2023-12-10 06:44:35,51.026109,8.008511,4,11283.3,400.5,245.6
2023-12-10 06:44:39,51.023057,7.997771,4,11281.3,400.6,245.7
2023-12-10 06:44:43,51.020012,7.987025,4,11278.9,400.6,245.8
2023-12-10 06:44:47,51.016974,7.976266,4,11276.7,400.9,245.8
2023-12-10 06:44:51,51.013946,7.965492,4,11275.1,401.1,245.9
2023-12-10 06:44:55,51.010924,7.954700,4,11274.4,401.6,246.0
2023-12-10 06:44:59,51.007906,7.943895,4,11274.4,401.9,246.1
2023-12-10 06:45:03,51.004888,7.933080,4,11275.0,402.3,246.1
2023-12-10 06:45:07,51.001869,7.922260,4,11275.9,402.5,246.1
2023-12-10 06:45:11,50.998843,7.911438,4,11277.0,402.7,246.1
2023-12-10 06:45:15,50.995809,7.900619,4,11278.1,402.8,246.0
2023-12-10 06:45:19,50.992762,7.889804,4,11279.0,403.0,245.9
2023-12-10 06:45:23,50.989700,7.878999,4,11279.6,403.1,245.8
2023-12-10 06:45:27,50.986626,7.868200,4,11279.9,403.1,245.7
2023-12-10 06:45:31,50.983540,7.857406,4,11280.1,403.3,245.6
2023-12-10 06:45:35,50.980443,7.846617,4,11280.0,403.4,245.5
2023-12-10 06:45:39,50.977340,7.835832,4,11279.8,403.4,245.4
2023-12-10 06:45:43,50.974228,7.825048,4,11279.5,403.6,245.4
2023-12-10 06:45:47,50.971111,7.814263,4,11279.2,403.8,245.3
2023-12-10 06:45:51,50.967989,7.803478,4,11278.9,404.0,245.3
2023-12-10 06:45:55,50.964865,7.792692,4,11278.6,404.0,245.3
2023-12-10 06:45:59,50.961737,7.781903,4,11278.3,404.2,245.3
2023-12-10 06:46:03,50.958608,7.771112,4,11278.0,404.3,245.3
2023-12-10 06:46:07,50.955480,7.760320,4,11277.7,404.4,245.3
2023-12-10 06:46:11,50.952350,7.749524,4,11277.4,404.5,245.3
2023-12-10 06:46:15,50.949222,7.738727,4,11277.1,404.6,245.3
2023-12-10 06:46:19,50.946097,7.727926,4,11276.8,404.6,245.3
2023-12-10 06:46:23,50.942972,7.717122,4,11276.6,404.7,245.3
2023-12-10 06:46:27,50.939849,7.706318,4,11276.4,404.7,245.4
2023-12-10 06:46:31,50.936727,7.695512,4,11276.3,404.8,245.4
2023-12-10 06:46:35,50.933605,7.684707,4,11276.3,404.8,245.4
2023-12-10 06:46:39,50.930486,7.673904,4,11276.5,404.7,245.4
2023-12-10 06:46:43,50.927364,7.663101,4,11276.8,404.7,245.4
2023-12-10 06:46:47,50.924243,7.652303,4,11277.3,404.6,245.4
2023-12-10 06:46:51,50.921124,7.641509,4,11278.1,404.5,245.4
2023-12-10 06:46:55,50.918001,7.630715,4,11278.9,404.6,245.4
2023-12-10 06:46:59,50.914880,7.619925,4,11279.7,404.4,245.4
2023-12-10 06:47:03,50.911757,7.609133,4,11280.5,404.5,245.4
2023-12-10 06:47:07,50.908634,7.598342,4,11281.1,404.6,245.4
2023-12-10 06:47:11,50.905511,7.587550,4,11281.6,404.6,245.3
2023-12-10 06:47:15,50.902386,7.576754,4,11281.7,404.8,245.3
2023-12-10 06:47:19,50.899260,7.565957,4,11281.6,404.9,245.3
2023-12-10 06:47:23,50.896133,7.555156,4,11281.2,405.0,245.4
2023-12-10 06:47:27,50.893006,7.544352,4,11280.7,405.2,245.4
2023-12-10 06:47:31,50.889877,7.533546,4,11280.0,405.3,245.3
2023-12-10 06:47:35,50.886750,7.522735,4,11279.3,405.4,245.4
2023-12-10 06:47:39,50.883620,7.511921,4,11278.5,405.6,245.4
2023-12-10 06:47:43,50.880491,7.501103,4,11277.9,405.7,245.4
2023-12-10 06:47:47,50.877363,7.490281,4,11277.3,405.9,245.4
2023-12-10 06:47:51,50.874234,7.479455,4,11276.9,406.0,245.4
2023-12-10 06:47:55,50.871105,7.468627,4,11276.6,406.1,245.4
2023-12-10 06:47:59,50.867979,7.457796,4,11276.4,406.2,245.4
2023-12-10 06:48:03,50.864851,7.446965,4,11276.4,406.2,245.4
2023-12-10 06:48:07,50.861724,7.436132,4,11276.6,406.3,245.4
2023-12-10 06:48:11,50.858601,7.425298,4,11277.0,406.2,245.5
2023-12-10 06:48:15,50.855476,7.414464,4,11277.5,406.3,245.5
2023-12-10 06:48:19,50.852352,7.403632,4,11278.1,406.3,245.4
2023-12-10 06:48:23,50.849226,7.392803,4,11278.8,406.2,245.4
2023-12-10 06:48:27,50.846098,7.381979,4,11279.4,406.1,245.4
2023-12-10 06:48:31,50.842965,7.371163,4,11280.0,406.0,245.4
2023-12-10 06:48:35,50.839826,7.360354,4,11280.3,406.0,245.3
2023-12-10 06:48:39,50.836681,7.349555,4,11280.5,405.8,245.2
2023-12-10 06:48:43,50.833527,7.338768,4,11280.3,405.7,245.2
2023-12-10 06:48:47,50.830364,7.327990,4,11279.9,405.6,245.1
2023-12-10 06:48:51,50.827197,7.317222,4,11279.4,405.4,245.0
2023-12-10 06:48:55,50.824027,7.306460,4,11278.7,405.3,245.0
2023-12-10 06:48:59,50.820853,7.295702,4,11278.1,405.3,245.0
2023-12-10 06:49:03,50.817678,7.284947,4,11277.6,405.3,245.0
2023-12-10 06:49:07,50.814504,7.274193,4,11277.2,405.2,245.0
