lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
52.521812,8.65127,9673.4,5.0,400.0,183.46698
52.50385,8.649485,9673.4,5.0,400.0,183.46698
52.498966,8.649382,9672.657,4.6260853,373.27432,193.33638
52.493614,8.646884,9676.436,3.7330768,388.94836,192.03873
52.48825,8.643321,9678.037,3.7563362,385.07666,193.29834
52.48259,8.640085,9673.257,3.559433,375.84738,195.53963
52.476902,8.637293,9665.343,3.5468042,379.9039,197.605
52.47197,8.632871,9651.526,3.854614,390.40756,195.7768
52.46624,8.629308,9637.489,3.599834,384.32425,200.80113
52.45982,8.62586,9624.216,3.0310612,374.62518,206.15504
52.454056,8.620542,9607.871,3.7641065,390.23102,205.5411
52.44783,8.614537,9595.344,2.8484573,380.7514,204.76537
52.441364,8.608188,9586.697,3.3800306,379.4733,206.2162
52.43554,8.601423,9582.656,4.589419,392.09293,204.96983
52.429768,8.592694,9581.17,3.365368,386.46198,209.83514
52.423435,8.586366,9584.568,3.576335,382.25574,210.62776
52.417477,8.578158,9590.154,3.6036403,396.5585,212.02602
52.411304,8.570503,9596.436,3.6326766,392.6443,213.9828
52.405495,8.562282,9604.702,3.8305678,390.86777,217.47227
52.399605,8.554351,9616.005,3.1900558,390.78915,217.9747
52.393585,8.543711,9627.596,3.9743872,374.41837,218.64102
52.38835,8.533811,9637.286,3.0529053,384.01093,221.70074
52.383297,8.523553,9649.626,4.0929694,373.6348,220.9564
52.377724,8.512176,9660.308,4.362447,375.71588,223.76411
52.373055,8.501633,9670.01,3.9270492,383.3816,229.82652
52.36814,8.489208,9674.821,3.7366083,389.8335,231.39934
52.36349,8.477504,9677.789,4.1983533,382.59464,231.14746
52.359123,8.466802,9677.938,3.8059623,382.30603,230.01402
52.35491,8.453121,9674.145,4.396273,384.7997,230.43933
52.350952,8.439469,9670.92,4.066193,385.65656,227.19429
