lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
52.110043,7.571504,972.9,5.0,400.0,152.77087
52.09404,7.5848846,972.9,5.0,400.0,152.77087
52.08888,7.590927,973.0651,3.7208307,383.47165,169.70728
52.084324,7.592783,977.7482,4.925379,397.70584,172.69208
52.07909,7.594789,984.3086,3.7924724,393.06464,173.35767
52.073254,7.597909,990.34894,4.408781,387.05603,175.94647
52.06788,7.600017,994.7337,3.2313306,387.2568,177.5774
52.061653,7.6021776,995.5486,3.8823562,385.69376,171.64496
52.055523,7.6039486,996.4739,2.8894277,389.07275,173.83301
52.04973,7.6054983,998.3286,4.273098,387.17343,183.51085
52.04411,7.6069145,1000.89856,4.3899436,388.7409,177.87195
52.038597,7.6083674,1004.16046,4.9089804,379.7653,180.40318
52.033733,7.6105967,1011.3278,3.502917,383.23788,174.96924
52.02816,7.613058,1017.5929,3.6133118,377.38168,179.6637
52.022488,7.6164284,1029.0508,3.629863,376.77847,175.67255
52.016815,7.618939,1041.9304,3.3322463,374.2678,171.8905
52.011307,7.6213975,1056.6248,3.1904066,378.35162,166.40112
52.00581,7.624627,1074.2009,4.088587,384.0742,167.74329
51.99957,7.629089,1091.3289,4.180064,367.6195,165.85815
51.994663,7.631908,1105.9563,5.465296,386.6676,163.58685
51.98923,7.6356854,1117.0139,4.416506,379.22437,161.60492
51.984577,7.639579,1125.9658,2.9964433,371.56714,157.52576
51.979908,7.64195,1131.2614,4.5133243,366.27194,159.6106
51.97543,7.646519,1131.5663,2.8693,373.67978,162.47107
51.970192,7.6513767,1130.6558,3.967377,368.9843,165.11755
51.965664,7.655947,1127.9805,4.3318987,379.60876,162.10632
51.9611,7.659562,1127.1191,3.5822868,377.56885,161.89429
51.956356,7.662019,1125.9543,4.4615684,379.30267,158.38196
51.95105,7.6653523,1125.7462,4.9596043,361.54422,158.07489
51.94685,7.66695,1127.391,3.745562,373.96442,160.8927
51.942562,7.6694646,1133.9446,3.5821939,369.84964,160.7987
51.93843,7.6715827,1142.426,3.9575033,373.81943,164.17108
51.934723,7.6733413,1149.9546,2.9295516,367.59436,164.70197
51.93051,7.6760697,1157.5343,3.4321659,373.2639,167.60999
51.92646,7.6778502,1165.6123,3.251908,369.98996,165.51361
51.92184,7.6803684,1167.9318,3.5930917,384.72855,165.06897
51.917084,7.684201,1165.2366,3.5950193,375.7233,163.14758
51.912563,7.6871095,1157.2764,3.8902779,381.7581,156.81482
51.90823,7.6918783,1144.1626,4.230119,373.95102,151.93549
51.90419,7.6974707,1127.791,3.6169357,369.84903,147.73737
51.90082,7.7027993,1106.186,3.8114648,374.91202,147.69513
51.89691,7.707755,1083.4087,4.4154277,385.33554,143.00992
51.893364,7.7140937,1058.6592,3.9827447,384.02646,138.77188
51.890396,7.721529,1034.1194,3.2616553,377.62085,137.63678
51.88744,7.7295656,1008.1452,4.444117,373.1635,134.86438
51.884224,7.7383614,985.4887,4.1008453,368.68515,131.3688
51.88126,7.745553,966.0972,4.170742,369.45813,129.86542
51.87815,7.7530165,951.39453,4.870029,371.7609,128.79095
51.875416,7.76181,937.85785,3.6487284,374.84357,126.850464
51.87272,7.769693,927.9768,4.15321,371.12225,130.74036
51.870316,7.7789125,924.6277,3.3000708,367.98178,128.82141
51.86698,7.787941,921.5345,3.0040402,374.8671,130.6766
51.86421,7.7986264,923.2692,4.516044,374.67505,133.76663
51.861473,7.80681,927.3663,3.837724,383.9487,129.23953
51.858303,7.8175554,934.4769,3.8499737,377.04865,129.32202
51.85552,7.827321,943.46484,4.3469186,382.8132,127.052734
51.852974,7.837604,956.98303,4.062181,374.6933,127.94296
51.850273,7.849073,973.08875,4.2610874,377.76047,120.95758
51.8487,7.8587637,991.91565,3.4276597,381.58475,119.70813
51.847004,7.868541,1011.9899,4.956729,381.1044,114.31006
51.84556,7.879964,1033.0197,4.222881,379.69324,111.460144
51.843845,7.8909183,1054.8673,4.3334255,370.81735,106.75729
51.84253,7.903192,1075.2709,3.6783576,374.30716,106.50363
51.84116,7.914906,1093.0922,3.435075,374.12137,104.27557
51.83937,7.927602,1111.6602,4.7913322,367.75656,102.52112
51.837574,7.939359,1128.9434,4.002861,377.5739,105.352356
51.836113,7.9526796,1144.4736,3.7514582,370.9227,106.87744
51.83417,7.9641633,1161.3608,3.1654353,376.17065,109.35498
51.831894,7.9750443,1176.3208,4.4027214,382.93777,113.5629
51.82936,7.985062,1191.2247,4.7276435,377.45584,116.51071
51.826683,7.9957633,1206.2747,4.262456,380.58798,121.90393
51.824303,8.005595,1223.2024,3.5644727,378.06848,122.15509
51.821503,8.015543,1244.4346,3.2171702,370.79187,121.05435
51.819115,8.02635,1266.8754,4.4438806,376.2026,125.68759
51.816803,8.036462,1295.0258,3.4012575,372.23492,121.94507
51.81415,8.047909,1324.0798,3.9643073,371.4545,119.53363
51.811848,8.057703,1355.2931,4.3041005,368.48422,118.5896
51.81001,8.067687,1388.519,3.8243797,386.24448,117.5589
51.80832,8.078753,1424.7305,4.1515274,366.71036,114.40079
51.806313,8.090205,1461.7644,3.6372352,374.42615,109.77188
51.804817,8.101817,1498.3013,3.3780687,369.32797,110.63461
51.80346,8.111769,1532.7023,4.794673,370.67343,106.68457
51.802307,8.122945,1567.4045,3.8774948,378.74796,104.84393
51.80157,8.135478,1596.1099,3.1856303,365.03113,100.77478
51.80051,8.146668,1624.6461,4.1579223,372.99384,98.39285
51.799683,8.158073,1648.192,4.440897,374.8232,99.189606
51.798428,8.170569,1670.4003,4.2985034,378.87863,96.17346
51.796894,8.182471,1689.446,3.9963453,380.68872,96.49527
51.79579,8.193798,1705.863,4.643597,368.63083,99.283325
51.794456,8.205727,1720.2104,4.946746,361.35257,97.1929
51.79349,8.215802,1736.0205,4.702714,369.65564,100.42624
51.792686,8.226474,1756.6353,3.6697161,367.54245,103.66873
51.7919,8.238493,1782.5282,4.4404573,368.32245,104.46472
51.7912,8.250411,1812.0676,4.2120633,375.3139,102.97168
51.790733,8.263798,1847.4631,4.360679,369.94623,101.46521
51.789944,8.276666,1884.2976,4.8708262,363.76813,99.8916
51.7897,8.288313,1923.8286,4.81235,375.6208,96.21484
51.789238,8.300198,1963.7751,4.197,380.02908,92.52539
51.788967,8.313269,2004.1875,4.2941766,372.18863,94.089325
51.788654,8.325635,2043.5801,4.7272873,377.802,91.90051
51.78805,8.336289,2084.0742,3.3029382,379.1451,90.216675
51.78819,8.347854,2126.7144,3.5283444,373.08093,93.29999
51.787807,8.360025,2171.331,3.511463,381.537,91.39844
51.787365,8.371986,2216.0925,3.4213111,369.79037,91.95343
51.786674,8.384125,2264.2422,3.5195382,373.2855,91.11136
51.786205,8.395146,2315.037,3.2649274,374.2481,94.35388
