lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.189087,8.740885,10359.5,5.0,400.0,218.65247
51.175034,8.722986,10359.5,5.0,400.0,218.65247
51.170124,8.7182255,10359.874,4.3178396,385.57562,210.14116
51.165886,8.7118845,10356.639,2.8525298,389.67804,209.64432
51.160477,8.704499,10351.599,4.025316,390.9259,206.24365
51.154926,8.69715,10341.829,3.6472461,391.75354,209.35841
51.149124,8.689561,10329.165,3.4131715,385.4966,213.05609
51.143475,8.681259,10311.627,3.6781597,383.55423,208.47815
51.137466,8.672408,10289.105,4.0147867,385.81775,213.80365
51.13217,8.662446,10268.159,4.3682485,371.8059,215.8702
51.126804,8.652684,10247.594,4.5163016,380.01065,222.31728
51.122658,8.641104,10226.923,4.6090307,381.46323,228.14903
51.118214,8.628758,10205.849,3.8114066,380.04474,230.87216
51.11377,8.615405,10184.757,4.9541197,376.52252,236.65652
51.11042,8.602829,10161.577,4.0301337,374.23163,237.91763
51.106335,8.588921,10137.967,3.7481031,377.20486,239.49756
51.102444,8.574841,10112.464,3.1381698,380.105,240.31195
