lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.8552,9.407838,9448.7,5.0,400.0,213.2959
51.84016,9.391875,9448.7,5.0,400.0,213.2959
51.835308,9.386371,9448.017,3.2697651,381.21207,208.0634
51.83028,9.380911,9447.713,3.0220022,380.4425,207.50056
51.824764,9.373272,9445.296,4.087423,395.04535,203.59079
51.81877,9.366751,9438.865,3.5167317,390.7878,200.50441
51.813023,9.360149,9426.202,4.3115406,395.0302,206.1433
51.80677,9.3536005,9410.24,3.8760521,385.8032,205.95625
51.80146,9.347289,9386.616,2.527781,391.93918,208.02577
51.795433,9.339416,9356.824,3.3803709,383.8169,207.95847
51.78884,9.331047,9323.054,4.2132325,391.64468,210.92853
51.782528,9.324058,9289.93,4.2432094,372.99954,216.49794
51.777317,9.316886,9259.199,4.611234,382.6996,213.95256
51.77201,9.308741,9230.999,4.044302,373.73672,217.97597
51.766487,9.300557,9207.193,3.3674722,382.37912,218.14488
51.76138,9.292459,9181.456,2.8345528,387.08948,215.47748
51.755886,9.284194,9158.224,3.7461066,375.79666,224.57144
51.751144,9.275005,9136.396,3.2095222,376.66217,218.27136
51.74588,9.266219,9114.122,5.100991,378.51477,223.86612
51.740955,9.256846,9090.668,2.7103553,377.7171,226.4116
51.73613,9.246145,9066.4795,3.7721539,382.6239,230.2405
51.731407,9.236069,9042.127,3.7052977,373.07962,230.33376
51.72691,9.225249,9017.436,3.8679223,375.02493,229.81833
51.723015,9.215161,8993.955,5.1734457,379.1357,235.78436
51.718678,9.204321,8971.386,4.272675,379.01163,237.83632
51.715412,9.19219,8948.087,4.4119334,372.78073,236.46346
51.712627,9.181652,8926.556,4.27262,375.20078,240.02011
51.709625,9.170988,8902.99,4.28308,372.7265,244.64061
51.707016,9.160013,8877.315,4.170491,365.64432,242.31577
51.70438,9.149508,8849.203,3.6023493,367.53247,242.9403
51.70201,9.138067,8817.009,3.5875437,366.22534,244.39848
51.700233,9.127413,8781.949,3.9009254,372.3593,239.91034
51.69782,9.115523,8739.246,4.2463393,371.7594,240.34933
51.695114,9.1049595,8689.995,3.162549,371.52478,246.25558
51.69185,9.094065,8636.811,3.9570343,375.22787,245.36865
51.689865,9.08225,8581.142,3.8760672,369.04773,245.69577
51.686893,9.070683,8524.456,4.8227224,370.2239,245.85297
51.684475,9.059382,8469.465,4.185458,361.85184,246.6547
51.682426,9.049131,8418.863,4.340378,371.30478,246.79887
51.680573,9.0383625,8370.656,4.847497,363.19666,247.96405
51.679005,9.0285015,8329.3125,4.2339506,369.54675,248.84534
51.677467,9.018289,8287.823,4.1103835,367.51993,250.76624
51.67552,9.008564,8248.764,4.2774873,384.40976,248.58069
51.67357,8.998193,8205.585,3.4961662,368.1966,247.64655
51.67092,8.987375,8163.734,3.9735403,374.62738,247.02588
51.668648,8.977384,8118.4824,4.035647,367.34302,246.08514
51.666344,8.96715,8071.8257,3.7548764,366.57715,241.99228
51.663303,8.957457,8024.5464,4.3963547,374.77798,242.88814
51.660904,8.94782,7975.3643,3.4132419,372.12375,240.07526
51.65851,8.93763,7925.0176,2.840918,370.23694,238.20654
51.655243,8.926649,7872.995,3.9924703,370.13147,236.20653
51.652428,8.915583,7820.8643,3.4063475,363.35117,236.745
51.650158,8.906913,7769.01,4.5043473,370.5031,237.5746
51.64697,8.896246,7720.9644,3.5916586,376.49078,241.31561
51.643925,8.887355,7676.2534,4.1883554,374.58926,239.43756
51.64179,8.877449,7633.8003,4.536372,378.28204,238.0485
51.638954,8.866434,7596.129,4.427867,372.2998,239.30573
51.636223,8.855877,7559.917,4.0300336,371.80374,238.61426
51.633305,8.843909,7526.903,4.0213976,370.51736,237.72221
51.63145,8.834947,7493.566,3.8728647,371.07227,238.57341
51.628696,8.824424,7459.1562,4.1973186,367.46896,242.7443
51.626587,8.81456,7426.586,4.4137783,376.5732,242.4618
