lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.969757,6.824868,7907.1,5.0,400.0,133.17035
51.957443,6.846131,7907.1,5.0,400.0,133.17035
51.95274,6.854867,7908.528,4.4199524,390.34183,152.3064
51.947826,6.8613186,7915.107,3.8340418,378.60913,144.62347
51.943493,6.869667,7926.3716,3.1198907,396.94394,143.94559
51.938553,6.878647,7939.6904,5.0822268,403.13257,144.2233
51.933308,6.8879733,7956.749,4.078745,386.75034,146.44403
51.928646,6.897953,7977.497,3.3732069,388.87213,142.435
51.923397,6.9066586,7999.119,3.7900717,375.76492,152.76202
51.91768,6.914778,8020.447,3.202598,394.69742,148.6135
51.91237,6.921513,8044.661,4.2582154,377.8387,150.83124
51.907043,6.9291925,8070.507,3.5432262,384.44525,152.60852
51.901844,6.9352655,8094.2075,4.700373,383.29175,151.34229
51.896496,6.941692,8119.013,3.5691245,388.537,147.89764
51.891712,6.9490895,8142.186,4.7337117,378.57065,152.96832
51.886757,6.957315,8166.596,4.181412,363.90222,145.78543
51.881664,6.9662848,8191.5127,4.3274765,374.87823,142.82205
51.877525,6.9750056,8216.965,3.172626,368.33264,143.42047
51.87337,6.9855714,8240.553,5.267135,378.98264,138.94824
51.868893,6.9947114,8267.5625,4.4736137,369.43625,139.04901
51.865322,7.004255,8291.287,2.753641,373.70584,138.37253
51.86149,7.0132627,8318.403,4.036156,378.68564,138.5791
51.857677,7.0230055,8345.995,2.6015081,371.03357,136.7378
51.853848,7.0320263,8376.691,3.7011101,374.27258,136.38806
51.849934,7.0421824,8408.061,4.4172807,375.95493,134.68066
51.847095,7.0524507,8434.974,4.096248,378.33783,135.40973
51.84465,7.064496,8463.041,4.280046,377.45972,132.27875
51.841526,7.076665,8485.984,3.97492,376.6663,122.81943
51.838837,7.089711,8506.865,3.6604013,372.26834,118.1293
51.836567,7.104203,8523.194,4.084996,379.58926,114.93338
51.834843,7.118589,8536.381,4.319867,377.3395,112.86951
51.832813,7.1305394,8547.576,3.3216925,386.27563,107.870636
51.830643,7.146202,8556.566,3.6277692,392.31372,108.66724
51.8285,7.160151,8565.338,4.4041624,375.2327,104.30484
51.826794,7.1756315,8572.757,4.1212354,380.7281,106.844604
51.82515,7.1910343,8581.027,4.2111673,382.3119,105.156006
51.823635,7.2063584,8589.747,4.88348,379.4465,104.94751
51.82251,7.22013,8599.546,2.848236,392.00012,102.54416
51.82146,7.2341704,8610.121,4.945448,374.9866,103.06415
51.819847,7.248367,8625.042,4.1852565,385.02252,100.186584
51.81848,7.2614527,8638.172,3.6216364,385.4161,101.36774
51.816933,7.277184,8653.8955,4.8659406,387.67987,107.581116
51.81482,7.2911763,8666.999,4.885933,380.48553,108.93985
51.81269,7.305616,8681.854,4.1020885,390.31146,112.64545
51.81037,7.3179517,8695.297,4.2720284,378.99646,113.59216
51.808178,7.3311443,8708.909,3.7699606,377.43506,115.102264
51.805996,7.3439264,8723.451,4.2839303,392.00906,119.39273
51.80323,7.356113,8739.13,3.4800267,379.32465,114.04974
51.80004,7.3693852,8757.325,3.411644,390.80676,116.85193
51.796516,7.381353,8774.318,4.8250694,382.2596,122.92114
51.793,7.3944864,8791.745,4.1354756,380.2872,122.42682
51.789803,7.4063115,8806.277,4.2270727,382.79327,122.39679
51.78598,7.418064,8820.335,3.3659058,385.90695,122.21826
51.78268,7.4308004,8832.81,4.356033,383.86514,131.13013
51.779324,7.443155,8843.9795,4.5539737,377.5128,126.90192
51.776325,7.454248,8855.534,3.5945697,370.7687,127.381805
51.77369,7.466194,8869.848,4.697687,374.73068,125.991486
51.770695,7.4778166,8885.846,4.1810226,376.4371,120.239655
51.769096,7.490076,8905.887,4.05036,377.14536,116.820404
51.76692,7.5037265,8929.764,4.9300556,375.45187,114.272095
51.765255,7.516816,8957.999,3.8003066,377.38983,110.894714
51.763664,7.530737,8986.886,4.9787416,378.5486,104.71066
51.762222,7.544192,9013.242,4.1925898,377.73956,102.80179
51.76106,7.5580873,9041.973,3.72309,378.55243,100.484375
51.760437,7.57111,9064.938,3.3116505,383.17267,98.94586
51.759808,7.585223,9087.172,4.417309,374.76596,101.61813
51.759132,7.598937,9106.275,4.430206,385.02274,95.18753
51.7582,7.614407,9124.166,3.953164,371.68317,93.056854
51.75761,7.6301045,9141.083,4.889183,369.9853,93.54431
51.757683,7.644498,9156.008,3.3209777,381.25412,95.40137
51.75694,7.657202,9168.94,3.7152863,369.6707,93.246124
51.756123,7.6698856,9182.414,4.9754295,371.71835,93.69684
51.755737,7.682105,9195.476,4.0704117,381.16565,94.91229
51.75508,7.695457,9208.467,4.2616954,370.80527,94.12869
51.754993,7.7073674,9220.426,4.059809,377.91272,94.71884
51.754448,7.719923,9233.972,3.8152137,371.42892,93.47635
51.753815,7.734336,9248.145,4.547703,375.7883,94.872955
51.753017,7.748939,9263.707,3.564702,366.80035,93.16373
51.752308,7.762787,9279.581,5.066148,375.8787,96.819244
51.752296,7.7765093,9293.451,3.8347857,370.63684,99.1879
51.751747,7.7907176,9310.363,4.0138245,377.9463,94.30951
51.752075,7.805368,9329.918,4.3240833,374.2261,94.25134
51.752235,7.8199935,9352.6455,3.371103,378.4181,84.51575
51.752644,7.8350663,9384.619,4.8182564,376.16162,83.97858
51.75302,7.8488965,9415.665,3.2568674,373.13116,81.943085
51.753017,7.8635526,9447.445,3.9672463,374.4163,81.91348
51.75296,7.8764577,9482.396,4.875453,373.94916,82.97345
51.75294,7.8890953,9514.502,3.59193,376.80338,83.00403
51.752895,7.9024916,9547.011,3.8462992,383.81564,87.78439
51.752865,7.9143233,9580.632,4.3099403,386.1635,89.660034
51.752987,7.927264,9614.33,4.1782894,382.9018,90.94037
51.752853,7.9402533,9652.245,5.051821,375.12534,88.76535
51.75183,7.953716,9687.785,3.7880504,376.45175,89.60083
51.751934,7.9674273,9725.551,4.4209175,374.41702,94.2583
51.75142,7.9813766,9763.727,3.7855139,365.1174,93.975555
51.750763,7.9933167,9803.09,4.484331,377.42868,94.61505
51.750057,8.006305,9839.55,3.835859,385.20352,98.58966
51.749947,8.018762,9876.095,3.790418,375.83136,102.73624
51.74897,8.030527,9909.9795,4.6452007,375.42218,99.79944
51.747566,8.044079,9945.518,3.2038994,380.27722,101.47531
51.745502,8.057254,9979.19,5.1094317,369.59183,100.64874
51.744083,8.069656,10011.62,4.5489354,379.39807,105.28055
51.742477,8.081776,10039.885,3.5073588,369.8584,106.61322
51.741352,8.094807,10068.004,4.8061037,366.6179,110.98428
51.739914,8.106657,10096.833,3.733642,375.56613,108.05792
51.738335,8.117346,10121.74,4.0679946,372.5682,108.19385
51.73641,8.128554,10150.444,4.441083,377.81296,110.62454
51.734497,8.138738,10182.471,4.76275,377.4641,110.79645
51.732635,8.148543,10217.548,3.2431288,374.55576,113.81213
51.730637,8.160484,10260.623,3.7187002,380.25864,116.14908
51.727882,8.172091,10305.787,3.8947484,371.11423,116.27307
51.725494,8.181786,10352.369,4.090591,369.6631,118.781006
51.723225,8.190977,10399.307,4.5008445,372.8247,119.81506
51.720985,8.200559,10447.858,3.963274,376.97992,120.482666
51.71931,8.212291,10493.393,3.0238712,369.5738,117.841675
51.717346,8.223342,10536.875,4.3098893,372.42316,117.87808
51.71595,8.234939,10582.05,3.4636512,378.64478,110.81604
51.71426,8.245509,10628.014,4.195763,371.00262,108.43457
51.7129,8.256944,10671.223,4.2785473,364.14883,108.04834
51.711876,8.267728,10713.645,2.9319954,377.04846,107.556366
51.710785,8.279019,10758.994,4.3753996,367.821,104.613464
51.709755,8.289523,10803.483,3.9551752,372.1163,104.5589
51.708588,8.298298,10848.53,4.2921853,372.60904,102.83453
51.70776,8.308845,10892.985,3.2860942,370.2678,101.77438
51.70675,8.3220625,10936.453,4.269471,371.28015,101.77185
51.705307,8.334379,10977.823,3.9948297,368.20276,96.522705
51.70448,8.3468075,11014.953,3.2627578,383.82617,101.34708
51.703884,8.359265,11056.315,4.0840335,370.5173,99.103455
51.702766,8.370834,11097.677,4.6055007,365.80954,100.882996
51.7019,8.381056,11136.223,3.728254,372.83472,101.50958
51.7011,8.39179,11181.355,3.8950713,376.7955,104.184204
51.700085,8.401729,11230.65,4.872518,377.40097,103.54114
51.699253,8.412097,11280.352,4.2106476,376.4363,107.69083
51.69801,8.422523,11331.207,3.8817544,357.70352,105.55902
51.696064,8.433256,11382.914,2.823649,372.7176,105.08493
51.69444,8.445053,11435.345,3.1315794,376.8661,108.5585
51.69301,8.456693,11485.156,3.640305,377.98306,108.23825
51.69116,8.468495,11530.498,3.7207623,375.66736,108.91
51.69027,8.479322,11572.701,3.55472,383.39774,107.42496
51.689,8.491272,11614.227,4.2117667,374.28058,106.879
51.688057,8.5040865,11653.078,3.6617658,372.77676,98.499695
51.68743,8.516092,11693.4,2.866465,364.76077,98.43649
51.686787,8.529392,11734.636,3.7309062,362.6237,97.190796
51.68656,8.54105,11776.552,3.6753316,382.4359,96.26703
51.686466,8.55282,11821.486,3.5152934,382.7261,93.82007
51.686134,8.563113,11867.486,3.73342,366.89062,91.52081
51.68579,8.575876,11911.75,3.469369,368.86578,93.986664
51.686302,8.587309,11956.183,4.0487456,370.12296,94.20264
51.68641,8.598444,11998.457,4.554344,384.35928,91.10986
51.686626,8.610331,12035.279,4.560321,379.64035,87.94516
51.686974,8.621709,12066.506,3.0137086,376.61484,87.28201
51.68692,8.634149,12095.966,3.7341216,369.5765,85.469666
51.687325,8.647163,12121.045,3.9266546,370.93445,86.20145
51.687576,8.660339,12144.755,4.2659836,371.52225,87.909485
51.687157,8.673559,12168.227,4.402545,360.63004,88.25867
51.687107,8.685541,12191.0205,4.0726433,373.39035,91.226746
51.686775,8.697966,12218.068,5.0347314,368.2956,93.54462
