lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.188084,8.741484,4066.4,5.0,400.0,218.8713
51.174072,8.7235,4066.4,5.0,400.0,218.8713
51.170307,8.714716,4066.8225,3.599262,377.67316,215.24649
51.165977,8.70749,4068.5283,3.6283283,387.724,210.37086
51.16083,8.701481,4067.4941,4.0108867,384.82217,209.71165
51.15556,8.693856,4061.4036,3.3857458,374.6021,208.1207
51.150158,8.687035,4049.0142,4.7761354,382.54437,209.56308
51.144352,8.681616,4031.6304,4.2716866,383.64224,206.75113
51.138638,8.676116,4012.4402,3.8247077,379.22693,202.14882
51.133305,8.671561,3991.6714,3.1723554,373.11887,201.81895
51.127712,8.665326,3968.6367,2.8881898,376.06787,198.97829
51.122086,8.659604,3947.3218,3.15769,376.64243,199.19702
51.116642,8.655013,3925.0964,3.21737,385.67007,202.35294
51.111,8.648855,3902.7131,5.3957996,372.63428,202.90097
51.105377,8.64045,3879.3547,3.2534325,368.07678,210.02562
51.10056,8.632662,3857.6572,4.2923255,373.21457,219.07565
51.09621,8.624246,3834.4048,4.2451563,364.8254,226.79517
