lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.83919,9.060564,915.2,5.0,400.0,202.46135
51.82256,9.0494585,915.2,5.0,400.0,202.46135
51.8181,9.046047,912.1214,3.6762269,377.39777,201.95657
51.81343,9.041359,913.16675,4.76576,382.75854,199.18481
51.80818,9.036909,913.5649,4.018507,387.70343,201.08034
51.80232,9.0321045,911.68665,3.6456265,386.98172,200.39894
51.796616,9.027083,905.4712,3.7594361,392.11255,199.21626
51.789894,9.022061,895.6901,4.59099,389.60904,203.85988
51.784187,9.016449,880.24805,4.588824,385.9411,204.95355
51.777714,9.012324,863.2173,3.7605515,378.94598,205.4917
51.77196,9.007704,843.8232,5.006909,383.80383,204.71368
51.76651,9.002327,824.9151,3.9937968,379.66812,202.83794
51.760742,8.9965,804.30786,3.9963725,373.69653,200.45596
51.75522,8.990766,783.31006,4.470567,373.70944,201.2982
51.750225,8.983884,763.9219,3.4760299,373.55847,203.38824
51.745167,8.977075,743.18774,4.335549,375.4563,210.41595
51.740013,8.968429,718.4479,3.5562117,386.96054,212.55777
51.73502,8.961662,691.73425,3.374441,389.593,220.14673
51.729946,8.954912,662.44354,3.3731213,383.1426,220.84622
51.72491,8.945313,631.85657,3.1790822,382.3611,216.64754
51.71929,8.935897,599.7101,4.2852764,372.55145,214.51048
51.714558,8.926772,567.8661,2.9814558,387.9802,218.2041
51.70959,8.916937,537.9514,4.162636,385.2824,217.31665
51.704784,8.908318,511.154,2.7706316,378.57922,219.54904
51.69969,8.898301,487.737,2.9294274,371.56052,219.76074
51.695072,8.888256,466.08798,4.35072,376.2428,220.32344
51.69064,8.878841,444.91827,4.3930798,387.42673,221.09802
51.686398,8.867329,423.143,2.5513072,376.13565,223.78453
51.68283,8.857006,402.1222,4.1414227,380.7564,226.6041
51.67844,8.845638,379.11652,3.2146397,385.05127,233.807
51.674038,8.832927,355.08832,4.1532903,375.9415,234.1817
51.669273,8.820727,331.53754,4.1670413,386.12854,236.28616
51.665665,8.808983,309.4154,3.0077903,375.86758,235.82312
51.661514,8.797001,287.6068,4.2620707,387.94754,237.48865
51.65785,8.783803,268.69617,4.184263,375.89255,234.72992
51.654015,8.771271,251.9942,3.5145695,384.39484,235.96664
51.64992,8.758466,237.39404,3.9439557,369.9827,233.98544
51.646637,8.746436,222.2149,3.650403,370.84546,239.87056
51.643116,8.732854,209.71283,3.8720372,372.46722,239.72827
51.64006,8.7197075,195.72589,3.8681245,386.3501,241.01828
51.63675,8.706518,180.01447,3.69505,370.93518,243.02496
51.63333,8.693947,166.15558,4.0374413,380.72018,243.51425
51.630203,8.679837,149.09924,4.346049,372.20245,243.77191
51.626846,8.666078,129.97955,2.9738579,374.84286,243.41449
51.623394,8.652187,110.362854,3.3310285,374.75964,243.77322
51.620556,8.638226,91.41815,3.7714489,370.50342,241.73558
51.617886,8.624863,71.63318,3.6131146,381.9041,243.80167
