lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.557487,9.334145,12192.0,5.0,400.0,222.97931
51.544323,9.31445,12192.0,5.0,400.0,222.97931
51.540638,9.306608,12191.773,3.7243109,371.85382,211.38843
51.53669,9.297806,12191.101,2.5772142,381.34244,213.7068
51.53212,9.289664,12186.557,3.0241911,376.9647,212.41898
51.526722,9.279942,12177.238,4.5260553,394.32254,212.30904
51.52099,9.269286,12162.238,3.548472,390.89844,218.94666
51.51469,9.261187,12143.08,2.5501432,386.70578,216.81131
51.509224,9.251758,12120.972,3.830269,386.35898,219.28348
51.50341,9.24312,12094.972,2.196952,383.99255,216.22542
51.49759,9.233846,12067.679,2.8551333,387.4541,216.82251
51.491383,9.223168,12041.066,4.2806325,389.8542,217.90205
51.485737,9.21355,12016.867,3.6140845,379.05386,219.01855
51.48014,9.2026615,11995.929,3.3409667,376.84433,221.40321
51.474857,9.192619,11977.24,4.1957436,376.68442,224.58458
51.469967,9.183132,11965.794,3.0817714,387.05124,223.77524
51.46511,9.172323,11954.502,2.6560636,388.14523,226.33162
51.460613,9.159301,11947.362,3.3160858,385.60782,227.48683
51.455887,9.147512,11940.292,3.9545343,379.0512,223.22604
51.450993,9.135868,11933.29,1.8946154,396.38998,231.6283
51.446217,9.124209,11927.763,4.068491,379.69046,227.71883
