lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
50.818825,7.217252,922.4,5.0,400.0,77.41882
50.822746,7.245009,922.4,5.0,400.0,77.41882
50.823963,7.2569966,925.315,4.12935,382.3448,79.3793
50.825188,7.272174,928.8667,4.3717475,382.42017,79.357605
50.826534,7.286145,934.8392,3.7379017,375.6042,77.607635
50.828205,7.3020153,939.5583,3.8751285,381.3691,77.35513
50.829136,7.317273,947.02435,4.073593,385.90994,74.14746
50.830013,7.3323274,955.2042,4.2041426,375.0493,73.535736
50.8311,7.34752,961.69214,4.016656,395.11795,75.45282
50.83222,7.3643546,971.49866,4.2848263,385.49512,76.99829
50.832325,7.379556,984.67615,4.776636,387.56345,77.12714
50.833153,7.3956537,993.84204,3.7445095,399.31213,83.6828
50.833904,7.412115,1005.8761,3.6549718,397.64832,82.750275
50.83425,7.4281263,1018.5452,3.8480887,380.0864,84.70416
50.834267,7.443974,1030.7964,5.2798676,378.10312,85.26849
50.834747,7.459857,1044.5905,5.299858,386.80453,83.88269
50.835987,7.473888,1059.1267,4.454085,394.54163,83.3407
50.83696,7.489964,1074.5386,4.48988,389.81097,81.46216
50.8384,7.5064483,1093.1975,4.9775286,386.2425,77.69998
50.839756,7.5209365,1112.105,4.070139,382.0503,73.60803
50.840515,7.5361247,1133.7776,4.616141,385.3867,75.314545
50.84215,7.5523705,1154.2545,3.9747744,378.78656,77.25787
50.84348,7.5689197,1178.8408,4.4315724,372.71362,77.647095
50.843964,7.583956,1200.9071,5.284025,386.76358,77.89804
50.844845,7.5977354,1222.6678,4.178161,380.63446,79.26834
50.84613,7.6135406,1244.3962,3.5908785,385.69342,79.70773
50.846638,7.6293297,1263.7675,4.5040474,381.2677,81.37265
50.847023,7.643752,1284.0144,4.889289,388.23264,79.43027
50.848034,7.6591926,1303.2688,4.373684,387.46634,80.4837
50.84862,7.674949,1320.8425,4.504101,376.97638,79.42685
50.848778,7.689971,1337.6038,3.7285564,374.2338,80.35742
50.849392,7.7054167,1356.1755,5.5425825,374.3069,83.14523
50.849667,7.7202196,1378.4731,4.0994153,377.77896,86.16412
50.850357,7.7355323,1399.5536,4.6444674,374.4709,87.631836
50.850533,7.7499743,1421.3372,5.0599084,379.69717,85.75372
50.850834,7.764338,1441.4105,4.6653156,378.79996,85.4386
50.851467,7.7788067,1458.125,3.7895615,380.29166,82.24045
