lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.755924,5.971402,7149.8,5.0,400.0,115.74011
51.748108,5.997542,7149.8,5.0,400.0,115.74011
51.744194,6.007664,7151.6196,5.3199306,383.19574,129.5177
51.74119,6.020289,7151.8184,3.879298,397.00653,130.62396
51.737427,6.032646,7151.8105,4.151662,387.86032,129.0603
51.73335,6.045061,7153.032,4.5572066,391.48108,125.93567
51.729237,6.0549674,7153.854,4.367218,389.74005,128.0704
51.725403,6.06675,7154.8003,3.991899,389.35858,126.81604
51.721252,6.077929,7155.6636,3.915123,378.6461,132.6582
51.71788,6.0877647,7154.0684,4.650837,379.7873,130.90735
51.714188,6.0975046,7150.4,3.538876,386.23083,134.172
51.71053,6.108633,7145.8706,4.581002,382.54294,135.82916
51.706898,6.119608,7136.1724,3.5665615,378.967,133.13074
51.70269,6.1303034,7127.233,3.9388688,380.75854,134.02774
51.69842,6.141625,7114.652,4.003366,387.30005,136.14362
51.694637,6.15335,7101.2915,3.5739694,391.98282,133.53488
51.690453,6.163684,7090.3467,4.8825192,383.781,137.08942
51.687122,6.174487,7081.3516,3.0441432,376.10645,126.5365
51.6833,6.1855464,7072.855,3.6705627,368.90085,128.3877
51.680008,6.1943407,7068.0493,4.235642,379.77448,125.10919
51.676193,6.2051263,7063.776,2.8144863,381.94757,127.94293
51.672043,6.2166862,7064.4453,3.306287,389.88397,132.72205
51.668167,6.226013,7069.5654,3.7825384,389.3975,133.29224
51.6643,6.236413,7077.9326,4.297393,391.307,133.87094
51.660168,6.246423,7088.9443,4.6126213,379.1814,132.1601
51.65656,6.2572494,7097.2295,2.7942994,385.2581,132.15173
51.65285,6.2676444,7109.165,3.791282,377.54858,132.56277
51.64904,6.278972,7119.073,4.4498034,377.06937,135.48267
51.645554,6.2902193,7129.3086,3.3026037,379.97992,129.28857
51.64254,6.3015804,7138.093,4.1694465,384.59216,126.40558
51.63946,6.3136754,7147.4507,4.8077683,375.29178,127.741455
51.636295,6.3243966,7151.8027,3.2275088,387.87646,119.66919
51.632618,6.3363814,7157.5405,5.45689,373.68063,121.70642
51.630215,6.34699,7162.286,3.6387703,378.08038,118.34418
51.626637,6.357808,7167.0244,3.5262473,364.153,120.13446
51.62352,6.369577,7172.4717,3.7473059,386.71747,124.2215
51.62056,6.3799305,7176.121,4.449042,383.49768,124.44208
51.61753,6.391321,7182.962,4.2367363,378.65695,126.81885
51.61454,6.401884,7189.3794,3.6876373,386.8742,124.56677
51.610825,6.4115205,7199.594,4.477652,374.6323,123.06183
51.60746,6.423142,7211.751,5.114837,365.24765,123.7146
51.604088,6.4344745,7229.512,2.5582924,378.13364,121.82367
51.600784,6.4439135,7252.22,3.3229363,384.17093,127.340454
51.597263,6.454427,7277.7676,4.0505066,385.08063,127.55182
51.59381,6.4659057,7303.899,3.5684605,370.58548,127.82675
51.590565,6.477239,7332.1143,2.2786114,379.79095,126.51901
51.586857,6.488081,7363.92,3.5227818,382.253,126.99838
51.583046,6.499457,7397.393,4.6274214,380.0701,127.51959
51.579235,6.5113535,7427.123,3.1397758,385.90692,125.30554
51.57527,6.5221157,7457.7285,4.2181516,371.6549,131.05536
51.57141,6.5317435,7490.0845,4.1324773,376.54095,130.56549
51.56828,6.541293,7523.569,3.365988,365.73886,133.1102
51.564423,6.5504003,7556.6367,4.5785108,386.27466,135.16632
51.560486,6.5588875,7591.749,4.2706127,384.14426,132.64001
51.55679,6.5680375,7625.284,5.165523,376.38184,132.43674
51.553463,6.5782146,7654.816,4.054221,380.18472,132.70941
51.549835,6.5877867,7685.1777,3.4751105,379.62338,128.70435
51.546474,6.5996594,7714.0195,3.9926307,378.19604,126.65704
51.543476,6.6115255,7742.2524,4.3881083,385.05774,121.70856
51.540947,6.624705,7768.4272,4.896078,377.91776,122.532745
51.538063,6.63672,7797.7144,3.3960743,376.7181,116.96811
51.53589,6.6495233,7825.264,4.4203887,382.7617,120.282776
51.53354,6.662349,7851.6416,4.3503075,373.09836,116.351074
51.53147,6.6761603,7881.769,4.1616106,379.7096,115.845
51.529114,6.688305,7910.6353,3.2388382,375.7881,116.69803
51.52632,6.7012835,7942.7236,3.7901733,380.8538,113.31137
51.523705,6.713134,7974.763,3.4173534,385.81247,115.61307
51.520584,6.725807,8011.533,5.2517095,376.7629,119.30185
51.51776,6.7373576,8044.3955,3.7095265,386.423,121.18265
51.515163,6.74756,8080.883,3.8135743,370.31924,119.38672
51.512363,6.757581,8117.011,3.8998857,380.8121,124.86151
51.509056,6.76762,8151.02,3.825984,375.91666,127.22412
51.5061,6.777695,8183.8394,4.5515327,380.89728,130.20737
51.502792,6.785692,8214.206,3.2965758,385.9237,131.85034
51.499264,6.794144,8245.824,3.126411,376.64813,133.53949
51.495316,6.802093,8279.459,4.180851,376.08176,135.02087
51.491776,6.811639,8310.784,3.4358156,383.87418,135.56482
51.487476,6.8204966,8341.59,4.675415,377.11694,135.46295
51.483574,6.8302774,8368.633,3.8790123,378.39026,138.41144
51.48019,6.839587,8391.844,3.764719,376.2555,135.29651
51.475796,6.847542,8412.141,3.5777273,375.76672,130.00354
51.471634,6.855919,8430.541,5.658131,380.086,138.51495
51.4679,6.865978,8446.295,4.587949,375.21262,139.13431
51.463657,6.873085,8458.954,4.0770354,375.5973,136.20569
51.4596,6.8807936,8472.873,3.8144464,375.4078,135.39682
51.45555,6.8892174,8486.234,3.618744,376.3724,135.26419
51.451496,6.8961926,8499.681,3.8118834,384.62073,136.15912
51.447765,6.904822,8520.87,3.7858157,384.1834,141.87799
51.443542,6.9128723,8544.347,3.211505,363.28427,137.28296
51.43955,6.9213495,8578.207,4.565864,375.5371,139.12314
51.435646,6.9291143,8615.342,5.469922,374.72528,143.72675
51.43175,6.9371443,8655.68,3.7205882,372.58597,138.78174
51.4275,6.945509,8699.348,3.3661897,370.09848,136.83118
51.42371,6.953395,8744.883,4.35234,374.724,139.50476
51.419647,6.961659,8790.079,3.723063,376.93298,143.401
51.415447,6.969697,8835.026,4.3931093,386.72452,143.93546
51.41099,6.9786015,8878.15,4.8956137,375.38593,143.8421
51.4067,6.9863367,8915.875,4.123017,374.48526,142.26813
51.402397,6.993479,8954.051,3.8437357,378.04834,141.31903
51.39795,7.001214,8988.458,4.7483296,372.05392,142.75494
51.393867,7.0104227,9020.327,3.8545103,372.99704,141.60394
51.389603,7.0190597,9047.25,4.439382,376.67218,139.29248
51.38557,7.0275383,9074.599,3.7721035,370.36606,140.85986
51.381565,7.035599,9100.192,4.4320793,384.06793,134.03937
51.378235,7.043555,9129.837,3.8931632,384.19376,127.09357
51.374588,7.0529094,9159.294,4.5343747,371.69092,128.78006
51.371223,7.059391,9191.854,4.343291,384.55365,132.5065
51.367622,7.068031,9224.923,4.0780506,384.58414,131.96875
51.364033,7.078911,9260.578,3.1676764,375.1768,132.77618
51.360817,7.089468,9295.279,4.0054483,379.75272,135.6239
51.35652,7.0991845,9332.612,4.751905,378.92773,130.1177
51.352943,7.1098113,9367.818,3.6376414,381.80862,135.48929
51.34915,7.1197376,9404.027,3.771472,376.51767,134.37796
51.345875,7.129062,9438.067,3.1309323,370.85855,137.13245
51.341373,7.138274,9473.57,4.652303,371.72433,136.32587
51.337914,7.146557,9508.355,3.6029804,372.05386,136.10785
51.33445,7.1558723,9547.009,3.9869227,383.79697,137.22894
51.331112,7.1643906,9584.406,4.464052,377.4944,133.18909
51.3269,7.1733484,9625.056,3.7208364,377.44412,132.59192
51.323452,7.180332,9663.485,3.9401653,377.5058,132.74069
51.319653,7.188117,9706.407,4.304022,380.85776,132.67566
51.315517,7.1957874,9749.625,4.641912,373.9982,133.37811
51.311874,7.2029448,9791.742,2.9878507,367.51337,137.71451
51.30787,7.211357,9830.7705,4.1809244,379.9863,139.4458
51.303783,7.218826,9868.566,4.530172,379.99234,136.04584
51.30026,7.2257714,9901.718,4.749822,371.58875,140.50125
51.296963,7.2350473,9932.07,4.9721546,378.42218,139.43948
51.2932,7.242235,9958.141,3.5553327,377.71484,134.3852
51.289936,7.2511134,9981.186,3.8579915,376.3176,136.26099
51.28651,7.2604537,10002.798,4.6336093,376.38727,135.57562
51.28305,7.2699485,10024.069,3.6168804,372.11374,133.36914
51.27965,7.2798295,10046.742,2.828318,378.04355,136.33777
51.27615,7.289609,10073.596,4.1094084,383.47723,133.91992
51.272194,7.29939,10105.433,2.8182147,382.76712,135.46219
51.26858,7.3100066,10139.909,2.8130817,372.50436,135.26434
51.26505,7.3201766,10176.333,4.441739,370.8285,139.15814
51.261272,7.331768,10216.539,4.977024,379.2012,133.54715
51.25801,7.343815,10254.791,5.0573106,386.06253,128.24945
51.255486,7.357778,10293.514,4.213198,377.16724,118.72595
51.25346,7.3715863,10327.611,5.359878,371.82224,115.8916
51.250946,7.3845572,10359.351,4.1293993,380.04477,109.004
51.249287,7.396889,10390.539,3.7355633,391.73462,109.53583
51.247425,7.410383,10423.52,3.711358,391.15942,111.371
51.24467,7.422911,10455.594,4.850106,378.32745,107.89215
51.24188,7.4350986,10488.488,3.883368,370.30237,112.588684
51.239315,7.446131,10528.91,4.6648316,387.27744,121.79663
51.23597,7.457225,10573.213,4.2586613,375.94128,123.88141
51.232777,7.4679728,10620.12,5.2660365,377.5905,128.75659
51.22961,7.4790115,10670.186,3.8021586,371.92215,123.69318
51.226387,7.4888983,10720.339,4.559858,378.8415,123.44446
51.223965,7.498685,10772.023,4.40642,370.18942,122.73099
51.221516,7.509164,10822.204,4.3333716,372.68164,127.15607
51.218967,7.519838,10871.409,3.015586,369.26175,121.69159
51.21618,7.5299215,10919.692,4.1969957,381.28455,121.41638
51.21319,7.5400543,10965.085,4.529012,380.73715,124.009705
51.21073,7.551366,11008.302,3.5410223,371.7592,120.63049
51.20786,7.56083,11052.146,3.2471476,382.4373,120.68103
51.206047,7.5703425,11091.363,2.6041,377.72876,123.33371
51.203205,7.5819654,11131.963,3.5662127,381.67465,118.52533
51.201,7.5915265,11173.594,4.449969,371.25348,118.42328
51.19901,7.60404,11211.621,4.597206,379.96466,116.209045
51.197315,7.61639,11248.232,4.3672733,372.27753,113.12735
51.19531,7.6288185,11285.474,4.8729544,377.28043,107.513336
51.193798,7.6413345,11321.534,2.9905257,368.5965,103.74161
51.192444,7.653583,11357.922,3.863288,380.9087,102.67743
51.191483,7.6654167,11397.17,4.2695093,378.71597,105.64807
51.18972,7.677788,11437.148,3.615417,379.03372,102.51453
51.187904,7.688734,11480.27,4.683292,368.47324,106.713165
