lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.264587,6.719342,952.8,5.0,400.0,103.33667
51.260437,6.747278,952.8,5.0,400.0,103.33667
51.257927,6.759782,955.5016,3.3774867,381.26004,115.53418
51.255592,6.7747827,957.7893,4.2240005,392.76624,120.98987
51.252945,6.789322,962.2164,3.8014913,396.0827,110.21088
51.24992,6.8030615,967.3294,4.04616,388.63525,112.81946
51.24772,6.8180923,973.15393,4.4837027,381.67212,114.17526
51.245495,6.83003,979.75714,3.700596,391.9302,113.55432
51.24311,6.844171,983.77985,4.3820267,383.63882,112.252716
51.24054,6.8579316,986.0433,3.717607,385.90976,111.794525
51.237537,6.8709826,988.97577,3.2196875,391.05225,114.03192
51.234642,6.8851566,986.4997,3.9737337,383.69635,113.27487
51.23176,6.8991227,987.2566,4.373631,383.9538,118.38751
51.229675,6.9122486,987.6628,4.333993,387.856,116.16809
51.22729,6.925873,987.178,4.7846584,391.9477,115.558685
51.224915,6.9377303,984.77856,3.3221521,380.33575,114.88989
51.222595,6.9523044,984.21936,3.977575,370.9668,114.9671
51.220497,6.9661517,986.0717,3.1220593,376.56668,112.15387
51.2187,6.98133,990.2588,4.385974,381.7271,110.12561
51.216156,6.997004,999.8014,4.4222455,387.28973,104.43466
51.21423,7.0123243,1010.3421,4.2845554,383.19345,103.58014
51.21215,7.027198,1029.1423,3.6172361,387.9699,104.772095
51.210667,7.04079,1048.3833,4.649065,381.375,105.464355
51.209137,7.0556974,1069.9109,3.0889456,390.86636,109.41016
51.206947,7.070168,1090.6206,4.9996524,385.14868,107.050446
51.204597,7.084648,1113.268,3.3842232,378.2917,106.09189
51.20212,7.0989027,1133.4154,3.535944,382.3792,108.31427
51.19993,7.112982,1150.1544,4.4973245,375.74884,112.1246
51.19768,7.1275153,1165.9111,3.5522063,378.14523,109.04962
51.19513,7.1401234,1180.1613,4.4477725,391.79,112.34076
51.192566,7.154733,1194.6487,4.553843,394.24072,111.994934
51.190025,7.1680093,1208.201,3.5563328,385.96695,112.93503
51.18756,7.183897,1222.3105,3.9425347,385.7344,112.94751
51.184795,7.1993213,1237.3704,4.7887974,389.76492,111.4628
51.18254,7.213752,1252.8165,3.095416,374.9891,109.813446
51.179966,7.2278967,1269.4635,4.007184,379.74197,111.773865
51.177834,7.2432504,1288.3834,4.987372,383.6982,112.26956
51.175007,7.258396,1307.3699,3.5253725,385.64206,108.79712
