lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.34223,6.189446,11273.0,5.0,400.0,103.317474
51.338085,6.217431,11273.0,5.0,400.0,103.317474
51.336372,6.228487,11273.805,5.1848288,386.32202,114.68521
51.33464,6.2436934,11275.918,3.6036143,401.29224,109.40869
51.332268,6.2579155,11281.393,2.9809427,390.8643,110.52081
51.330433,6.2714915,11291.651,4.2648263,388.49368,113.12695
51.327656,6.2870955,11301.659,4.038819,380.32483,112.49744
51.325306,6.300927,11315.082,4.0057497,394.49127,112.15262
51.322353,6.315396,11330.667,3.5785964,388.20145,114.44937
51.319294,6.3299956,11347.492,4.086663,382.77182,114.98178
51.316235,6.3451123,11364.554,3.84022,392.4287,116.4245
51.313595,6.3587813,11381.88,4.144842,368.15237,117.663666
51.310616,6.3713484,11399.888,4.408607,385.40674,116.20456
51.307766,6.385075,11417.291,4.0869613,367.49615,114.49579
51.304886,6.398438,11431.221,4.467688,383.01468,111.82147
51.30262,6.4119573,11442.735,3.9302282,377.2683,111.44672
51.30035,6.4254565,11455.093,3.808539,374.9732,110.81116
51.298065,6.439548,11463.639,4.764782,373.85757,113.586975
51.296265,6.452577,11472.006,4.336799,377.30127,112.73074
51.29422,6.467046,11477.655,4.1592283,369.83786,111.48483
51.292763,6.4793453,11483.092,4.443156,374.51318,112.635376
51.290836,6.491665,11489.28,4.1825256,379.7903,109.77835
51.28899,6.5053067,11499.4375,4.6994667,371.39767,111.03464
51.28711,6.518797,11505.744,2.932496,386.02213,110.24332
51.28538,6.532287,11516.148,3.3642488,391.68375,109.64093
51.28321,6.5473356,11524.447,4.88423,377.59625,108.6261
51.280994,6.5616126,11533.413,4.6502624,391.2313,107.48065
51.278793,6.577823,11541.269,3.4653115,381.85223,109.00989
51.276405,6.5925508,11545.172,3.8930612,374.8717,109.39554
51.27472,6.608248,11547.727,3.2364345,387.76736,106.784424
51.2729,6.6234446,11548.676,4.8148565,391.48297,111.231995
51.270634,6.63965,11549.044,4.6773696,383.94113,107.21277
51.26832,6.65548,11548.58,4.6485147,374.28693,111.54755
51.266594,6.66934,11549.154,4.609163,383.05832,108.17209
51.2651,6.682388,11552.714,3.9158323,383.78564,109.09436
51.26321,6.6974435,11555.937,4.117226,389.1444,107.299805
51.261253,6.7105083,11559.806,4.3531246,394.87756,108.2482
51.25915,6.7261014,11564.644,3.7456002,377.21878,106.6814
51.25724,6.7409935,11568.828,4.0949297,379.722,111.99579
51.254257,6.7557955,11567.423,3.7314918,376.97467,110.54245
51.2521,6.7702923,11567.208,4.861314,383.72525,115.19656
51.24997,6.7847357,11568.424,4.6135187,384.8147,113.10651
51.247677,6.799736,11567.824,3.1527517,375.61026,111.09509
51.244938,6.8131185,11567.22,4.2247777,379.3215,115.74289
51.241943,6.825323,11565.434,3.7157226,377.62003,114.35889
51.23874,6.837747,11562.159,3.6869283,380.86374,112.94928
51.23545,6.8508325,11559.996,4.3465247,376.86026,115.30936
51.231964,6.862262,11555.667,4.1819944,375.81256,121.66098
51.22868,6.8748727,11550.264,3.6582134,368.22873,122.240234
51.225727,6.8856254,11548.234,4.3420377,378.99966,122.9859
51.22322,6.8966765,11543.14,4.381482,373.92648,120.214294
51.220528,6.909175,11535.785,4.0047493,377.64053,118.650635
51.218063,6.921592,11530.938,3.557427,371.06534,117.00873
51.21554,6.93424,11529.049,3.2328663,388.63394,116.819275
51.213722,6.946794,11532.9375,3.7276828,378.4483,112.44348
51.21189,6.9607677,11538.574,3.578422,387.50607,110.74768
51.210106,6.974613,11545.211,4.3833227,390.0492,109.63336
51.207973,6.9879293,11557.499,3.4303904,377.84998,104.73486
51.206085,7.0004563,11573.588,3.6669054,376.4632,103.04022
51.204662,7.0153875,11590.439,3.881969,378.42123,105.22998
