lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
50.878178,8.294202,2522.0,5.0,400.0,46.87616
50.89048,8.31499,2522.0,5.0,400.0,46.87616
50.895718,8.32494,2526.2998,4.458535,397.47693,42.324677
50.900776,8.339077,2531.7444,3.9318755,383.93228,49.167755
50.90493,8.350975,2536.7732,4.099472,385.27502,47.415955
50.9091,8.363616,2538.4507,4.4897275,388.88452,49.16516
50.913643,8.374306,2542.227,5.054573,384.8682,48.22397
50.917534,8.385965,2546.4097,3.7425375,377.24457,47.665497
50.92156,8.398734,2553.6238,4.2249823,388.95746,47.94519
50.926186,8.411073,2562.1035,4.3378625,381.32227,45.04303
50.930046,8.422932,2572.3503,4.4644713,390.61453,46.9252
50.93408,8.435453,2584.231,4.335134,380.0045,50.028656
50.938488,8.446563,2597.5469,4.651615,377.82495,47.086426
50.94224,8.458978,2611.4287,4.2096395,379.89478,42.737976
