lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
50.52473,6.222506,10664.6,5.0,400.0,71.856384
50.530334,6.2493644,10664.6,5.0,400.0,71.856384
50.53214,6.2594423,10668.551,3.9888258,387.44482,76.81894
50.53378,6.2741246,10670.693,3.8109143,385.81555,77.584076
50.53513,6.2890487,10676.69,5.2729783,388.23926,75.293335
50.53648,6.302855,10681.254,4.2158403,381.49597,75.91943
50.5381,6.316611,10689.0,4.517028,384.0662,76.445404
50.539955,6.3306017,10698.725,4.421694,388.51996,77.20288
50.54133,6.3451242,10708.372,4.2446256,384.19458,73.20337
50.542767,6.359867,10720.972,4.31234,379.46872,74.56244
50.544437,6.375297,10732.645,5.0544653,374.37347,74.32745
50.545616,6.390294,10740.668,3.9345644,381.84415,75.94208
50.54721,6.405551,10747.521,4.271635,374.0952,75.95166
50.54838,6.4182887,10753.273,4.762436,375.6067,78.20969
50.549477,6.4320974,10757.989,3.7017438,373.12387,79.89926
50.550186,6.44603,10766.014,3.9762733,364.65387,78.67285
50.55117,6.4609113,10774.351,4.995894,378.9616,81.98221
50.55184,6.4749503,10782.445,3.245276,377.2123,79.220764
50.55272,6.4892535,10795.8955,4.1127324,371.8751,77.71161
50.55413,6.5033445,10815.95,3.2875652,380.32355,79.83569
50.55539,6.520127,10839.61,4.319708,382.2358,79.704346
50.556286,6.533389,10871.636,4.4171333,381.75647,80.85968
50.5568,6.547871,10909.373,3.9653747,378.91983,79.022
50.557518,6.5638604,10955.6,3.4431133,377.27045,80.606964
50.557713,6.5778184,11004.195,4.4922676,373.79974,83.31708
50.55824,6.5905743,11053.034,4.4163704,381.18103,86.76065
50.558678,6.603413,11101.929,4.4050884,386.78915,86.13934
50.55914,6.6175017,11148.352,4.645752,372.09482,84.40637
50.5595,6.630744,11192.482,5.159837,374.926,83.768616
50.560497,6.6428385,11231.232,4.025311,376.78635,85.17691
50.561787,6.6563663,11265.683,4.1926427,372.90076,86.17096
50.561443,6.6696625,11296.948,4.392893,387.4978,83.10834
50.561707,6.6824093,11324.375,3.693493,372.78198,85.15173
50.561638,6.6968145,11347.776,2.980458,375.0548,84.435425
50.56139,6.709518,11369.8125,3.504261,377.76718,88.44812
50.561398,6.722552,11393.109,4.545729,375.45975,91.81885
50.56154,6.733976,11411.988,5.0981073,377.95828,90.5307
50.561386,6.745777,11433.797,4.1399536,380.76047,89.78009
50.561535,6.757785,11456.371,3.4573307,374.6557,90.78491
50.561066,6.7705545,11482.555,4.6723022,376.2796,90.12494
50.560913,6.7834044,11509.324,4.097012,371.28568,87.183655
50.560837,6.7957954,11535.076,4.4402246,376.31046,89.07507
50.56115,6.807673,11563.663,4.427301,382.47443,85.899506
50.561237,6.8195095,11590.061,4.0746675,377.53717,82.976105
50.561993,6.831433,11614.809,5.117324,373.81015,84.70746
50.56301,6.8443565,11640.931,3.8106902,372.52292,80.913055
50.56357,6.85751,11665.564,4.1352773,372.8599,79.80005
50.56412,6.8706584,11695.208,4.2205734,369.40775,78.5766
50.564667,6.883184,11724.658,3.1663697,382.48257,80.323364
50.564922,6.8963895,11757.435,3.7946377,371.7975,81.89801
50.56524,6.9097996,11792.039,4.6894884,370.40625,84.66638
50.56583,6.921292,11824.605,4.409824,373.0961,87.95657
50.566242,6.9328804,11859.977,4.397414,373.7515,87.04382
50.566677,6.945342,11894.394,3.5403214,370.42963,86.7565
50.56679,6.95696,11929.409,3.6598315,378.36487,88.06665
50.56693,6.9691668,11968.939,4.7059855,366.72046,86.52313
50.56678,6.980237,12007.045,3.3377967,374.52353,85.201965
50.566532,6.9923935,12049.964,3.3989472,362.66013,87.72916
50.56618,7.0042667,12095.74,4.467029,378.97916,89.33191
50.565186,7.0162697,12143.036,5.1359444,367.51816,93.02435
