lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
52.52555,8.637922,11278.9,5.0,400.0,183.1537
52.50758,8.636298,11278.9,5.0,400.0,183.1537
52.5023,8.636168,11278.091,4.231771,391.21405,188.63036
52.496956,8.632683,11278.506,4.0847626,384.0475,193.42532
52.49149,8.628525,11277.934,3.7921638,400.21643,194.22212
52.484997,8.62343,11274.351,3.8754702,402.75415,195.43788
52.477966,8.619822,11268.266,3.3220181,389.22226,199.94936
52.471546,8.6147785,11260.483,3.7114444,399.282,201.58932
52.46401,8.608502,11246.813,4.4206305,396.44415,202.36292
52.45688,8.60211,11234.931,3.5520253,399.3553,204.27669
52.450348,8.597361,11224.178,4.584584,385.73898,206.58588
52.44355,8.5909395,11214.374,4.0294538,390.68,205.89978
52.436806,8.584736,11205.233,4.3130336,377.19748,205.92734
52.43065,8.579479,11194.739,4.487789,382.23618,205.614
52.424404,8.572575,11184.234,3.581326,377.17706,206.70927
52.417534,8.567292,11170.048,2.943109,387.1789,207.68771
52.41099,8.560663,11150.862,2.9072976,382.41757,205.80014
52.404892,8.553406,11133.123,3.7699552,388.66833,204.95877
52.398502,8.545991,11107.276,3.5122306,384.37585,205.56732
52.392105,8.538772,11081.368,3.8905158,385.47025,204.05435
52.385868,8.531558,11050.086,3.7338483,377.14914,211.93842
52.380554,8.525087,11018.147,4.1519613,394.409,210.4569
52.374706,8.518254,10984.582,3.3354397,377.8633,211.67558
52.36873,8.509307,10951.927,3.7127829,368.28522,215.59114
52.36353,8.50149,10919.979,3.7541566,371.49722,216.02194
52.357853,8.493415,10890.855,3.9138372,378.3731,218.47835
52.352577,8.484143,10861.411,3.5985246,376.85553,223.07608
52.34733,8.476249,10837.371,4.4271536,371.00488,219.38145
52.342873,8.466152,10815.13,3.8568704,372.08545,218.14447
52.338573,8.457909,10794.028,4.519443,379.46967,218.61725
