lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.220535,8.734372,12192.0,5.0,400.0,213.69318
51.205563,8.718464,12192.0,5.0,400.0,213.69318
51.200714,8.71323,12192.05,3.8837564,376.5923,212.88338
51.196266,8.7070675,12191.337,3.3419116,385.2464,203.51764
51.191,8.700468,12189.18,3.375327,384.44675,205.76387
51.185345,8.693854,12183.904,3.946217,384.2579,210.60701
51.17932,8.685551,12172.541,3.3549263,390.47882,206.61963
51.173565,8.677731,12158.312,2.7679558,389.11447,214.10913
51.16698,8.669811,12144.062,3.7704377,389.5234,213.92844
51.16139,8.661763,12124.607,3.1899877,383.89844,213.40968
51.155384,8.652713,12104.212,3.4679997,379.91608,218.78877
51.15006,8.641814,12080.465,4.5553613,397.62253,219.41397
51.144615,8.63102,12059.329,3.2146387,383.23282,221.28647
51.139175,8.620034,12044.434,4.5871067,374.69812,225.85258
51.133404,8.609711,12026.29,3.0942419,385.69745,229.57265
51.128384,8.598951,12011.073,4.466993,384.73914,227.00928
51.123604,8.587631,11997.744,3.6342237,378.54617,228.33665
51.11909,8.57708,11983.6875,3.555984,375.32422,225.50528
51.114395,8.564873,11970.207,3.939574,380.5464,230.65237
51.109814,8.554296,11957.979,3.8624315,379.95874,229.27576
51.10514,8.542132,11943.231,3.7280953,384.50967,229.43073
51.100204,8.531302,11929.463,4.015173,380.63687,233.4577
51.095943,8.519063,11914.986,4.4836183,381.35773,230.94334
51.091698,8.507573,11902.726,3.914327,387.32886,233.07935
51.087006,8.495079,11889.196,3.053321,362.3031,232.33055
51.08224,8.484699,11875.932,4.525205,376.45764,234.48645
51.078003,8.473294,11860.311,3.3259287,377.60645,233.8164
51.074436,8.463101,11843.118,2.4240942,380.83847,231.73846
51.070576,8.45196,11822.091,4.0574474,382.5598,228.16788
51.065956,8.439698,11797.858,2.5793512,383.18427,233.79301
51.061485,8.427345,11772.816,3.7403147,386.1475,229.41202
51.057858,8.414153,11748.125,2.699294,382.57358,232.82436
51.054035,8.400426,11721.204,3.4061215,376.50632,239.89415
51.04968,8.387496,11694.815,3.2610078,369.69852,240.43814
51.04644,8.373111,11671.003,4.116297,373.7658,242.4385
51.0432,8.359448,11649.502,4.512824,379.39005,246.00856
51.03973,8.342946,11631.752,4.1109557,377.1202,247.35938
51.03725,8.3286495,11616.636,4.0699325,368.08115,249.89342
51.03451,8.315176,11605.836,4.338118,380.1734,250.0781
51.03173,8.302158,11594.014,3.8759346,368.97714,252.34727
51.029114,8.288732,11584.747,4.2417603,378.5876,248.78157
51.02695,8.27463,11570.531,3.3904443,373.55353,249.24265
51.024338,8.259117,11556.793,3.712564,377.09714,249.01935
51.02169,8.243758,11537.833,3.7937198,369.0312,248.18909
51.019657,8.2265835,11516.576,3.6793578,378.11325,250.87213
51.017414,8.213085,11494.885,2.7647164,369.85184,251.70972
51.015133,8.196692,11467.457,4.262817,379.11572,252.7475
51.01315,8.180876,11441.566,4.77713,372.7652,253.46115
51.010956,8.167339,11413.196,3.4881792,379.1716,256.8355
51.009422,8.152208,11384.419,4.134878,379.5696,258.77032
51.00857,8.137253,11356.103,3.8935003,369.68896,257.06958
51.007153,8.119879,11329.334,3.977549,371.76627,258.7448
51.00643,8.106013,11302.486,3.239098,376.30417,260.08105
51.004597,8.090497,11276.078,4.064847,367.31766,261.8629
51.003872,8.076927,11253.201,3.8149729,383.12915,261.38434
51.003223,8.060738,11228.992,2.9098575,374.83783,263.6192
51.00166,8.045836,11205.868,3.589303,386.02463,263.0029
50.999977,8.029798,11179.336,4.105346,386.57645,262.9994
50.998146,8.012677,11152.78,4.220914,383.6392,264.49142
50.99681,7.997683,11129.681,4.5313025,376.6674,262.55362
50.99518,7.982782,11109.849,3.8480015,377.43213,262.27838
50.99355,7.9687505,11093.336,3.9134407,374.98074,259.89185
50.99267,7.9536533,11078.757,4.0195017,381.68237,258.11398
50.99164,7.940578,11063.697,3.81575,379.67398,259.6897
50.990173,7.926839,11049.626,3.6063716,379.16193,256.6821
50.98824,7.9112215,11031.959,4.0545316,379.02847,258.45465
50.986923,7.8961086,11012.692,3.5488167,394.2876,256.76602
50.985508,7.8795147,10991.383,3.7675743,375.75323,257.77173
50.98397,7.864221,10965.902,3.9152193,378.27206,261.08368
50.982285,7.8472805,10937.076,4.0431232,378.1641,260.9042
50.98103,7.8320756,10907.428,4.338225,378.10757,261.6472
50.980682,7.815547,10877.488,4.686505,371.84357,260.00128
50.979996,7.7992244,10851.024,4.06773,376.3094,264.93616
50.980263,7.782877,10821.697,4.382136,387.44775,268.41492
50.980274,7.767788,10794.936,3.901182,380.1228,274.0488
50.980606,7.7523956,10768.866,3.4318435,382.4209,274.66974
50.980698,7.7363076,10745.184,4.4539995,370.60904,274.11816
50.980804,7.7217836,10724.132,5.084451,372.6887,275.8555
50.98159,7.7066507,10704.279,3.8860712,370.508,275.84247
50.982563,7.6927223,10688.605,5.3194895,378.75842,274.7855
50.983154,7.679259,10672.179,3.9734335,378.90192,277.3549
50.983852,7.6646256,10659.689,3.999783,371.55157,276.84857
50.98478,7.6501446,10645.533,4.5684533,370.4225,278.03418
50.98556,7.635603,10628.948,3.7300162,378.93655,279.0905
50.98709,7.6208897,10611.407,3.7874296,362.48294,276.67456
50.98797,7.606753,10591.3545,3.8949833,376.49606,276.98447
50.988987,7.593019,10573.733,4.2789307,381.23843,281.7189
50.989788,7.580472,10552.451,3.6888847,382.20883,282.65317
50.990704,7.5653934,10528.0625,4.406614,376.7766,282.985
50.991398,7.55044,10504.949,4.5337925,368.72943,283.74295
50.992382,7.5348167,10483.863,5.1128426,373.56583,283.1718
50.994015,7.521032,10464.838,4.2331004,371.19562,282.4738
50.995277,7.5071645,10450.7295,3.5185528,366.80304,282.43622
50.99653,7.493224,10440.268,5.6733294,375.05133,285.52682
50.99833,7.479561,10433.703,4.524435,372.30252,285.90622
51.0002,7.466462,10427.923,3.9786096,362.75607,287.635
51.002136,7.4536505,10424.526,4.231536,360.22635,289.63037
51.003998,7.441863,10418.573,4.1028385,357.35437,290.48654
51.00622,7.4307203,10411.643,4.356692,369.3089,292.2193
51.008186,7.418752,10406.228,3.3507276,362.21255,294.3774
51.009968,7.405952,10397.515,4.59642,357.86517,295.9223
51.01246,7.3946657,10390.515,4.1050982,379.38052,297.0014
51.015266,7.3835564,10380.0,3.5503614,371.38513,301.5284
51.017563,7.3722124,10373.01,3.371806,379.57166,301.037
51.020874,7.3615365,10362.737,3.8712716,382.00363,300.6537
51.0234,7.349964,10351.206,4.1960526,379.55496,301.43408
51.026157,7.3372245,10338.957,4.688969,366.59326,303.00687
51.0291,7.3259315,10325.181,4.032715,363.8785,303.0968
51.0318,7.313922,10310.992,5.3932047,375.22888,301.23438
51.034523,7.301754,10295.57,5.0814395,374.05847,301.93365
51.037117,7.2903075,10283.494,3.7363076,375.98935,299.1487
51.039196,7.2782955,10270.353,3.7726228,369.65012,298.41998
51.041855,7.267688,10259.263,4.4675374,376.46902,295.95834
51.04389,7.257132,10248.6875,2.928647,383.6768,296.28662
51.04627,7.245978,10239.208,3.8752685,383.29306,295.62152
51.048103,7.235451,10229.127,4.8099594,378.03586,295.05994
51.05068,7.2238703,10220.567,4.6296,374.9595,292.48145
51.052174,7.212794,10213.887,4.747071,360.9057,293.76492
51.054615,7.200827,10206.509,3.7529857,373.33054,290.7823
51.05645,7.1890793,10196.109,4.164985,372.7976,290.08118
51.05793,7.1764336,10187.672,4.073877,361.38525,291.66815
51.059784,7.1646404,10177.792,4.0275617,374.33713,287.20242
51.061592,7.1543894,10167.675,4.2343755,360.59607,285.38568
51.06376,7.142123,10156.023,4.795712,372.31805,285.6067
51.065517,7.1305532,10144.316,5.2290893,378.97668,286.74347
51.067055,7.120347,10135.484,4.614686,364.14645,291.88074
51.069073,7.109397,10126.498,4.3637395,368.99933,292.6223
51.071445,7.098652,10118.371,2.656241,373.41147,295.75183
51.073795,7.086346,10113.989,3.7159584,371.55704,296.72714
51.075817,7.0746517,10111.181,4.5415006,374.634,297.04294
51.07859,7.06332,10109.966,4.359199,378.27182,295.2286
51.08088,7.0516562,10108.083,2.9399707,377.16205,297.99176
51.084446,7.0385222,10108.946,3.3042462,380.00592,296.47134
51.08757,7.0253677,10112.808,3.5846658,374.96768,296.26794
51.090164,7.0133495,10116.835,3.6730356,373.67465,299.99854
51.093,6.9996414,10120.0205,3.537847,381.32925,297.4836
51.095936,6.9864664,10120.594,4.4514737,388.08627,300.585
51.099228,6.97138,10119.196,4.6095967,379.982,298.22406
51.102383,6.9581294,10118.654,4.383552,373.44736,297.81726
51.104908,6.946188,10117.011,3.614273,376.30087,300.4723
51.108162,6.9338064,10116.82,4.32056,374.9106,300.21448
51.111355,6.9204483,10114.688,4.5882115,384.2693,300.26428
51.11509,6.9085627,10114.02,3.387165,372.39328,299.28293
51.118507,6.8948436,10112.565,4.0845304,375.38492,301.24103
51.121162,6.8812523,10110.076,3.7161927,377.42355,302.44415
51.123993,6.867393,10109.882,4.419651,383.21106,301.43063
51.12683,6.854773,10108.036,4.1066003,383.74515,300.2714
51.13021,6.839823,10106.227,3.8140967,378.4039,296.75058
51.133404,6.82594,10102.025,3.597077,382.83163,298.008
51.136215,6.811565,10099.976,3.7699518,381.8247,297.04385
51.139706,6.7966156,10097.564,4.02039,388.5858,296.82382
51.14212,6.782059,10092.946,3.811775,380.3766,298.98163
51.145218,6.7661934,10088.603,4.3247137,379.5806,296.9459
51.148186,6.752711,10087.528,4.7047954,369.63474,297.9273
51.151123,6.7379403,10084.932,3.864878,388.0698,297.6587
51.15471,6.7237835,10082.686,4.1583304,379.00928,296.72354
51.157642,6.707901,10084.571,4.0715303,374.88104,299.7436
51.16106,6.6919756,10090.437,4.443059,386.55472,297.2533
51.16428,6.67683,10098.684,3.6731586,379.17487,298.1564
51.16765,6.661246,10110.59,4.3532643,378.94595,298.58588
51.170998,6.647735,10123.978,3.403322,378.2596,296.11975
51.174553,6.634053,10138.555,5.576277,384.83743,296.9123
51.17873,6.6187186,10154.853,4.3841963,384.29578,301.5337
51.18192,6.6044054,10173.381,5.2522945,386.62518,302.38953
51.184486,6.59038,10189.563,3.7821631,378.02695,303.222
51.18765,6.57587,10205.146,3.7376306,369.67654,301.73633
51.191486,6.562584,10223.316,3.5222874,377.12482,299.899
51.194542,6.547181,10237.896,4.454503,382.88733,299.95953
51.197598,6.5344563,10254.191,4.483313,369.75195,299.89044
51.200413,6.5200214,10266.168,4.9950833,366.83798,301.16196
51.203167,6.5073767,10274.666,3.7434344,381.4188,298.04337
51.205807,6.493196,10286.051,3.5236592,368.46347,297.70532
